Sort Index,Vocab-Japan,Vocab-Furigana,Vocab-English,audio file,Sent-Japan,Sent-Furigana,Sent-English,Vocab-Pitch,Vocab-POS,Note-Question side,Note-Answer side,Chapter,Section,Gener Sent
JLPT_Tango_N4_0667,ひじ,ひじ,elbow,[sound:JLPT_Tango_N4_0667.mp3],右のひじが赤くなっています。,右[みぎ]のひじが 赤[あか]くなっています。,My right elbow is red.,,,,,Ch 06 - 健康とようす,Sect 01 - 体・健康,X
JLPT_Tango_N4_0668,背中,背中[せなか],back,[sound:JLPT_Tango_N4_0668.mp3],背中をまっすぐにしてください。,背中[せなか]をまっすぐにしてください。,Please straighten your back.,,,,,Ch 06 - 健康とようす,Sect 01 - 体・健康,X
JLPT_Tango_N4_0669,胃,胃[い],stomach,[sound:JLPT_Tango_N4_0669.mp3],ごはんを食べすぎて、胃が痛いです。,ごはんを 食[た]べすぎて、 胃[い]が 痛[いた]いです。,"I ate too much, and now my stomach hurts.",,,,,Ch 06 - 健康とようす,Sect 01 - 体・健康,X
JLPT_Tango_N4_0670,こし,こし,"waist, hip, lower back",[sound:JLPT_Tango_N4_0670.mp3],こしが痛くて、歩けません。,こしが 痛[いた]くて、 歩[ある]けません。,My lower back hurts so much I can't walk.,,,,,Ch 06 - 健康とようす,Sect 01 - 体・健康,X
JLPT_Tango_N4_0671,ひざ,ひざ,knee,[sound:JLPT_Tango_N4_0671.mp3],走ったら、ひざの調子が悪くなりました。,走[はし]ったら、ひざの 調子[ちょうし]が 悪[わる]くなりました。,"After running, my knees got sore.",,,,,Ch 06 - 健康とようす,Sect 01 - 体・健康,X
JLPT_Tango_N4_0672,【お】しり,【お】しり,butt,[sound:JLPT_Tango_N4_0672.mp3],ずっと座っていたので、おしりが痛いです。,ずっと 座[すわ]っていたので、おしりが 痛[いた]いです。,"I was sitting for a while, so my butt hurts.",,,,,Ch 06 - 健康とようす,Sect 01 - 体・健康,X
JLPT_Tango_N4_0673,指,指[ゆび],finger,[sound:JLPT_Tango_N4_0673.mp3],バレーボールで指の骨を折りました。,バレーボールで 指[ゆび]の 骨[ほね]を 折[お]りました。,I broke a bone in my finger playing volley ball.,,,,,Ch 06 - 健康とようす,Sect 01 - 体・健康,X
JLPT_Tango_N4_0673-005,親指,親指[おやゆび],thumb,[sound:JLPT_Tango_N4_0673-005.mp3],,,,,,,Related meaning to 指,Ch 06 - 健康とようす,Sect 01 - 体・健康,
JLPT_Tango_N4_0673-006,人さし指,人さし指[ひとさしゆび],"index finger, pointer finger",[sound:JLPT_Tango_N4_0673-006.mp3],,,,,,,Related meaning to 指,Ch 06 - 健康とようす,Sect 01 - 体・健康,
JLPT_Tango_N4_0673-007,中指,中指[なかゆび],middle finger,[sound:JLPT_Tango_N4_0673-007.mp3],,,,,,,Related meaning to 指,Ch 06 - 健康とようす,Sect 01 - 体・健康,
JLPT_Tango_N4_0673-008,くすり指,くすり 指[ゆび],ring finger,[sound:JLPT_Tango_N4_0673-008.mp3],,,,,,,Related meaning to 指,Ch 06 - 健康とようす,Sect 01 - 体・健康,
JLPT_Tango_N4_0673-009,小指,小指[こゆび],little finger,[sound:JLPT_Tango_N4_0673-009.mp3],,,,,,,Related meaning to 指,Ch 06 - 健康とようす,Sect 01 - 体・健康,
JLPT_Tango_N4_0674,つめ,つめ,nail,[sound:JLPT_Tango_N4_0674.mp3],毎日、つめをきれいにみがきます。,毎日[まいにち]、つめをきれいにみがきます。,I neatly polish my nails every day.,,,,,Ch 06 - 健康とようす,Sect 01 - 体・健康,X
JLPT_Tango_N4_0675,骨,骨[ほね],bone,[sound:JLPT_Tango_N4_0675.mp3],カルシウムは骨にいいそうです。,カルシウムは 骨[ほね]にいいそうです。,I hear calcium is good for the bones.,,,,,Ch 06 - 健康とようす,Sect 01 - 体・健康,X
JLPT_Tango_N4_0676,血,血[ち],blood,[sound:JLPT_Tango_N4_0676.mp3],すべって、足から血が出ました。,すべって、 足[あし]から 血[ち]が 出[で]ました。,I slipped and my foot started bleeding.,,,,,Ch 06 - 健康とようす,Sect 01 - 体・健康,X
JLPT_Tango_N4_0677,力,力[ちから],"strength, power",[sound:JLPT_Tango_N4_0677.mp3],私より妹のほうが力があります。,私[わたし]より 妹[いもうと]のほうが 力[ちから]があります。,My younger sister has more strength than I do.,,,,,Ch 06 - 健康とようす,Sect 01 - 体・健康,X
JLPT_Tango_N4_0677-005,体力,体力[たいりょく],physical strength,[sound:JLPT_Tango_N4_0677-005.mp3],,,,,,,Related meaning to 力,Ch 06 - 健康とようす,Sect 01 - 体・健康,
JLPT_Tango_N4_0678,身長,身長[しんちょう],height,[sound:JLPT_Tango_N4_0678.mp3],１年で身長が１０センチも高くなりました。,１ 年[ねん]で 身長[しんちょう]が １０[じゅっ]センチも 高[たか]くなりました。,My height increased by 10 centimeters in one year.,,,,,Ch 06 - 健康とようす,Sect 01 - 体・健康,X
JLPT_Tango_N4_0679,体重,体重[たいじゅう],weight,[sound:JLPT_Tango_N4_0679.mp3],毎日、体重をチェックしています。,毎日[まいにち]、 体重[たいじゅう]をチェックしています。,I check my weight every day.,,,,,Ch 06 - 健康とようす,Sect 01 - 体・健康,X
JLPT_Tango_N4_0679-005,体重計,体重[たいじゅう] 計[けい],scale,[sound:JLPT_Tango_N4_0679-005.mp3],,,,,,,Related meaning to 体重,Ch 06 - 健康とようす,Sect 01 - 体・健康,
JLPT_Tango_N4_0680,女性,女性[じょせい],woman,[sound:JLPT_Tango_N4_0680.mp3],私が行く病院の先生は女性です。,私[わたし]が 行[い]く 病院[びょういん]の 先生[せんせい]は 女性[じょせい]です。,The doctor at the hospital I go is a woman.,,,,,Ch 06 - 健康とようす,Sect 01 - 体・健康,X
JLPT_Tango_N4_0681,男性,男性[だんせい],man,[sound:JLPT_Tango_N4_0681.mp3],男性のトイレは２階にあります。,男性[だんせい]のトイレは２ 階[かい]にあります。,The men's bathroom is on the second floor.,,,,,Ch 06 - 健康とようす,Sect 01 - 体・健康,X
JLPT_Tango_N4_0682-001,けんこう＜な＞,けんこう＜な＞,health; healthy,[sound:JLPT_Tango_N4_0682-001.mp3],①　けんこうのために野菜を食べています。,①　けんこうのために 野菜[やさい]を 食[た]べています。,①　I'm eating vegetables for my health.,,,,,Ch 06 - 健康とようす,Sect 01 - 体・健康,X
JLPT_Tango_N4_0682-002,けんこう＜な＞,けんこう＜な＞,health; healthy,[sound:JLPT_Tango_N4_0682-002.mp3],②　けんこうな体をつくろう。,②　けんこうな 体[からだ]をつくろう。,②　Let's build a healthy body.,,,,,Ch 06 - 健康とようす,Sect 01 - 体・健康,X
JLPT_Tango_N4_0682-005,けんこう診断,けんこう 診断[しんだん],"health checkup, health examination",[sound:JLPT_Tango_N4_0682-005.mp3],,,,,,,Related meaning to けんこう＜な＞,Ch 06 - 健康とようす,Sect 01 - 体・健康,
JLPT_Tango_N4_0683,じょうぶな,じょうぶな,healthy,[sound:JLPT_Tango_N4_0683.mp3],運動したら、体がじょうぶになりました。,運動[うんどう]したら、 体[からだ]がじょうぶになりました。,"Once I started exercising, my body got more healthy.",,,,,Ch 06 - 健康とようす,Sect 01 - 体・健康,X
JLPT_Tango_N4_0684,ビタミン,ビタミン,vitamin,[sound:JLPT_Tango_N4_0684.mp3],この食事はビタミンが足りません。,この 食事[しょくじ]はビタミンが 足[た]りません。,There aren't enough vitamins in this meal.,,,,,Ch 06 - 健康とようす,Sect 01 - 体・健康,X
JLPT_Tango_N4_0684-005,ビタミンA,ビタミン A[エー],vitamin A,[sound:JLPT_Tango_N4_0684-005.mp3],,,,,,,Related meaning to ビタミン,Ch 06 - 健康とようす,Sect 01 - 体・健康,
JLPT_Tango_N4_0684-006,ビタミンC,ビタミン C[シー],vitamin C,[sound:JLPT_Tango_N4_0684-006.mp3],,,,,,,Related meaning to ビタミン,Ch 06 - 健康とようす,Sect 01 - 体・健康,
JLPT_Tango_N4_0685,太る,太[ふと]る,to gain weight,[sound:JLPT_Tango_N4_0685.mp3],寝る前に食べたので、太ってしまいました。,寝[ね]る 前[まえ]に 食[た]べたので、 太[ふと]ってしまいました。,"I ate before I went to sleep, so I gained weight.",,,,,Ch 06 - 健康とようす,Sect 01 - 体・健康,X
JLPT_Tango_N4_0686,やせる,やせる,to lose weight,[sound:JLPT_Tango_N4_0686.mp3],運動しても、なかなかやせません。,運動[うんどう]しても、なかなかやせません。,I can't lose weight even if I exercise.,,,,,Ch 06 - 健康とようす,Sect 01 - 体・健康,X
JLPT_Tango_N4_0687,ダイエット＜する＞,ダイエット＜する＞,diet,[sound:JLPT_Tango_N4_0687.mp3],むりなダイエットはやめましょう。,むりなダイエットはやめましょう。,Let's not go on any impossible diets.,,,,,Ch 06 - 健康とようす,Sect 01 - 体・健康,X
JLPT_Tango_N4_0688,やめる,やめる,"to stop, to quit",[sound:JLPT_Tango_N4_0688.mp3],父は先月からたばこをやめました。,父[ちち]は 先月[せんげつ]からたばこをやめました。,My father quit smoking last month.,,,,,Ch 06 - 健康とようす,Sect 01 - 体・健康,X
JLPT_Tango_N4_0689,気をつける,気[き]をつける,to be careful,[sound:JLPT_Tango_N4_0689.mp3],けんこうに気をつけましょう。,けんこうに 気[き]をつけましょう。,Take care of your health.,,,,,Ch 06 - 健康とようす,Sect 01 - 体・健康,X
JLPT_Tango_N4_0690,（のどが）かわく,（のどが）かわく,to get thirsty,[sound:JLPT_Tango_N4_0690.mp3],とてものどがかわきました。,とてものどがかわきました。,I'm really thirsty.,,,,,Ch 06 - 健康とようす,Sect 01 - 体・健康,X
JLPT_Tango_N4_0690-005,からから,からから,"dry, parched",[sound:JLPT_Tango_N4_0690-005.mp3],,,,,,,Related meaning to （のどが）かわく,Ch 06 - 健康とようす,Sect 01 - 体・健康,
JLPT_Tango_N4_0691,（おなかが）すく,（おなかが）すく,"to get empty (stomach), to get hungry",[sound:JLPT_Tango_N4_0691.mp3],スポーツをすると、おなかがすきます。,スポーツをすると、おなかがすきます。,"After playing sports, I've gotten hungry.",,,,,Ch 06 - 健康とようす,Sect 01 - 体・健康,X
JLPT_Tango_N4_0691-005,ぺこぺこ,ぺこぺこ,famished,[sound:JLPT_Tango_N4_0691-005.mp3],,,,,,,Related meaning to （おなかが）すく,Ch 06 - 健康とようす,Sect 01 - 体・健康,
JLPT_Tango_N4_0692,インフルエンザ,インフルエンザ,"influenza, the flu",[sound:JLPT_Tango_N4_0692.mp3],インフルエンザで５月間学校を休みました。,インフルエンザで ５月間[いつかかん] 学校[がっこう]を 休[やす]みました。,I've been absent from school for five days due to the flu.,,,,,Ch 06 - 健康とようす,Sect 02 - 病気・怪我,X
JLPT_Tango_N4_0693,かぜをひく,かぜをひく,to catch a cold,[sound:JLPT_Tango_N4_0693.mp3],子どものとき、よくかぜをひきました。,子[こ]どものとき、よくかぜをひきました。,I often caught colds when I was a child.,,,,,Ch 06 - 健康とようす,Sect 02 - 病気・怪我,X
JLPT_Tango_N4_0694,熱,熱[ねつ],fever,[sound:JLPT_Tango_N4_0694.mp3],３９度も熱が出て、学校へ行けません。,３９[さんじゅうく] 度[ど]も 熱[ねつ]が 出[で]て、 学校[がっこう]へ 行[い]けません。,"I have a fever of 39 degrees, so I can't go to school.",,,,,Ch 06 - 健康とようす,Sect 02 - 病気・怪我,X
JLPT_Tango_N4_0695,体温計,体温計[たいおんけい],thermometer,[sound:JLPT_Tango_N4_0695.mp3],体温計で熱をはかります。,体温計[たいおんけい]で 熱[ねつ]をはかります。,I'm going to take my temperature with a thermometer.,,,,,Ch 06 - 健康とようす,Sect 02 - 病気・怪我,X
JLPT_Tango_N4_0696,やけど＜する＞,やけど＜する＞,burn,[sound:JLPT_Tango_N4_0696.mp3],やかんのおゆでやけどしました。,やかんのおゆでやけどしました。,I burned myself with the hot water in the kettle.,,,,,Ch 06 - 健康とようす,Sect 02 - 病気・怪我,X
JLPT_Tango_N4_0697,げか＜する＞,げか＜する＞,injury,[sound:JLPT_Tango_N4_0697.mp3],サッカーでひざにげかをしました。,サッカーでひざにげかをしました。,I injured my knee playing soccer.,,,,,Ch 06 - 健康とようす,Sect 02 - 病気・怪我,X
JLPT_Tango_N4_0698,きず,きず,"wound, cut",[sound:JLPT_Tango_N4_0698.mp3],このきずはすぐよくなるでしょう。,このきずはすぐよくなるでしょう。,I'm sure this wound will get better right away.,,,,,Ch 06 - 健康とようす,Sect 02 - 病気・怪我,X
JLPT_Tango_N4_0699,調子,調子[ちょうし],condition,[sound:JLPT_Tango_N4_0699.mp3],胃の調子が悪かったので、薬を飲みました。,胃[い]の 調子[ちょうし]が 悪[わる]かったので、 薬[くすり]を 飲[の]みました。,"My stomach's condition is a little strange, so I took some medicine.",,,,,Ch 06 - 健康とようす,Sect 02 - 病気・怪我,X
JLPT_Tango_N4_0700,おかしい,おかしい,"strange, funny",[sound:JLPT_Tango_N4_0700.mp3],おなかの調子がおかしいので、学校を休みます。,おなかの 調子[ちょうし]がおかしいので、 学校[がっこう]を 休[やす]みます。,"My stomach's feeling funny, so I'm going to take time off from school.",,,,,Ch 06 - 健康とようす,Sect 02 - 病気・怪我,X
JLPT_Tango_N4_0700-005,（調子が）へんな,（ 調子[ちょうし]が）へんな,"strange, odd (condition)",[sound:JLPT_Tango_N4_0700-005.mp3],,,,,,,Related meaning to おかしい,Ch 06 - 健康とようす,Sect 02 - 病気・怪我,
JLPT_Tango_N4_0701,具合,具合[ぐあい],"condition, status",[sound:JLPT_Tango_N4_0701.mp3],きのうから体の具合がよくないです。,きのうから 体[からだ]の 具合[ぐあい]がよくないです。,My body's been in bad condition since yesterday.,,,,,Ch 06 - 健康とようす,Sect 02 - 病気・怪我,X
JLPT_Tango_N4_0702,気持ちが悪い,気持[きも]ちが 悪[わる]い,"feeling sick, feeling ill",[sound:JLPT_Tango_N4_0702.mp3],お酒を飲みすぎて、気持ちが悪いです。,お 酒[さけ]を 飲[の]みすぎて、 気持[きも]ちが 悪[わる]いです。,"I drank too much alcohol, and now I feel sick.",,,,"Used when there is a feeling of wanting to vomit, and also when seeing something that is unpleasant or disgusting.",Ch 06 - 健康とようす,Sect 02 - 病気・怪我,X
JLPT_Tango_N4_0703-001,倒れる,倒[たお]れる,to collapse; to fall down,[sound:JLPT_Tango_N4_0703-001.mp3],①　地震で家が倒れました。,①　 地震[じしん]で 家[いえ]が 倒[たお]れました。,①　The house collapsed from the earthquake.,,,,①　collapse;,Ch 06 - 健康とようす,Sect 02 - 病気・怪我,X
JLPT_Tango_N4_0703-002,倒れる,倒[たお]れる,to collapse; to fall down,[sound:JLPT_Tango_N4_0703-002.mp3],②　きのうの夜、祖母が倒れました。,②　きのうの 夜[よる]、 祖母[そぼ]が 倒[たお]れました。,②　My grandmother collapsed last night.,,,,"②　to become ill, to collapse due to illness",Ch 06 - 健康とようす,Sect 02 - 病気・怪我,X
JLPT_Tango_N4_0703-005,（~を）倒す,（~を） 倒[たお]す,"to knock over, to knock down",[sound:JLPT_Tango_N4_0703-005.mp3],,,,,,,Related meaning to 倒れる,Ch 06 - 健康とようす,Sect 02 - 病気・怪我,
JLPT_Tango_N4_0704,診る,診[み]る,to examine,[sound:JLPT_Tango_N4_0704.mp3],いつも近所のお医者さんに診てもらいます。,いつも 近所[きんじょ]のお 医者[いしゃ]さんに 診[み]てもらいます。,I always get examined by the doctor in my neighborhood.,,,,,Ch 06 - 健康とようす,Sect 02 - 病気・怪我,X
JLPT_Tango_N4_0704-005,保険証,保険[ほけん] 証[しょう],insurance card,[sound:JLPT_Tango_N4_0704-005.mp3],,,,,,,Related meaning to 診る,Ch 06 - 健康とようす,Sect 02 - 病気・怪我,
JLPT_Tango_N4_0705,（よこに）なる,（よこに）なる,to lie down,[sound:JLPT_Tango_N4_0705.mp3],医者「では、そちらによこになってください。」,医者[いしゃ]「では、そちらによこになってください。」,Doctor: Please lie down over there.,,,,,Ch 06 - 健康とようす,Sect 02 - 病気・怪我,X
JLPT_Tango_N4_0706,ぬる,ぬる,"to apply, to put",[sound:JLPT_Tango_N4_0706.mp3],１日に３回、きずに薬をぬります。,１ 日[にち]に３ 回[かい]、きずに 薬[くすり]をぬります。,Apply this medicine to your wound three times a day.,,,,,Ch 06 - 健康とようす,Sect 02 - 病気・怪我,X
JLPT_Tango_N4_0707,治す,治[なお]す,"to fix, to heal",[sound:JLPT_Tango_N4_0707.mp3],早く寝て、かぜを治してください。,早[はや]く 寝[ね]て、かぜを 治[なお]してください。,Please go to sleep early so your cold can heal.,,,,,Ch 06 - 健康とようす,Sect 02 - 病気・怪我,X
JLPT_Tango_N4_0708,治る,治[なお]る,"to heal, to recover",[sound:JLPT_Tango_N4_0708.mp3],薬を飲んだら、かぜが治りました。,薬[くすり]を 飲[の]んだら、かぜが 治[なお]りました。,"After taking some medicine, I recovered from my cold.",,,,,Ch 06 - 健康とようす,Sect 02 - 病気・怪我,X
JLPT_Tango_N4_0708-005,よくなる,よくなる,to get better,[sound:JLPT_Tango_N4_0708-005.mp3],,,,,,,Related meaning to 治る,Ch 06 - 健康とようす,Sect 02 - 病気・怪我,
JLPT_Tango_N4_0709,入院＜する＞,入院[にゅういん]＜する＞,hospitalization,[sound:JLPT_Tango_N4_0709.mp3],足のけがで入院しました。,足[あし]のけがで 入院[にゅういん]しました。,I was hospitalized due to an injury to my foot.,,,,,Ch 06 - 健康とようす,Sect 02 - 病気・怪我,X
JLPT_Tango_N4_0710,退院＜する＞,退院[たいいん]＜する＞,leaving a hospital,[sound:JLPT_Tango_N4_0710.mp3],病気が治ったので、明日退院します。,病気[びょうき]が 治[なお]ったので、 明日[あした] 退院[たいいん]します。,"I've recovered from my illness, so I'm going to leave the hospital tomorrow.",,,,,Ch 06 - 健康とようす,Sect 02 - 病気・怪我,X
JLPT_Tango_N4_0711,【お】見まい,【お】 見[み]まい,"sick visit, visiting someone in the hospital",[sound:JLPT_Tango_N4_0711.mp3],友だちのお見まいに行きました。,友[とも]だちのお 見[み]まいに 行[い]きました。,I went to visit my friend in the hospital.,,,,,Ch 06 - 健康とようす,Sect 02 - 病気・怪我,X
JLPT_Tango_N4_0712,生きる,生[い]きる,to live,[sound:JLPT_Tango_N4_0712.mp3],１００さいまで生きたいです。,１００[ひゃく]さいまで 生[い]きたいです。,I want to live to 100.,,,,,Ch 06 - 健康とようす,Sect 02 - 病気・怪我,X
JLPT_Tango_N4_0713,亡くなる,亡[な]くなる,"to die, to pass away",[sound:JLPT_Tango_N4_0713.mp3],となりの家のおばあさんが亡くなりました。,となりの 家[いえ]のおばあさんが 亡[な]くなりました。,The elderly woman in the house next door passed away.,,,,"「死ぬ」 is a little too direct, so it is better to use 「亡くなる」",Ch 06 - 健康とようす,Sect 02 - 病気・怪我,X
JLPT_Tango_N4_0713-005,死ぬ,死[し]ぬ,"to die, to pass away",[sound:JLPT_Tango_N4_0713-005.mp3],,,,,,,"「死ぬ」 is a little too direct, so it is better to use 「亡くなる」. ",Ch 06 - 健康とようす,Sect 02 - 病気・怪我,
JLPT_Tango_N4_0713-006,そう式,そう 式[しき],funeral,[sound:JLPT_Tango_N4_0713-006.mp3],,,,,,,Related meaning to 亡くなる,Ch 06 - 健康とようす,Sect 02 - 病気・怪我,
JLPT_Tango_N4_0714,救急車,救急[きゅうきゅう] 車[しゃ],ambulance,[sound:JLPT_Tango_N4_0714.mp3],１１９番で救急車をよびます。,１１９[ひゃくじゅうきゅう] 番[ばん]で 救急[きゅうきゅう] 車[しゃ]をよびます。,I'll call 119 and request an ambulance.,,,,119 is also read as 「いちいちきゅう」,Ch 06 - 健康とようす,Sect 02 - 病気・怪我,X
JLPT_Tango_N4_0714-005,パトカー,パトカー,police car,[sound:JLPT_Tango_N4_0714-005.mp3],,,,,,,119 is also read as 「いちいちきゅう」. Related meaning to 救急車,Ch 06 - 健康とようす,Sect 02 - 病気・怪我,
JLPT_Tango_N4_0715,歯医者,歯医者[はいしゃ],dentist,[sound:JLPT_Tango_N4_0715.mp3],子どもが歯医者で泣いています。,子[こ]どもが 歯医者[はいしゃ]で 泣[な]いています。,The child is crying at the dentist's.,,,,,Ch 06 - 健康とようす,Sect 02 - 病気・怪我,X
JLPT_Tango_N4_0716,看護師,看護[かんご] 師[し],nurse,[sound:JLPT_Tango_N4_0716.mp3],姉は看護師をしています。,姉[あね]は 看護[かんご] 師[し]をしています。,My older sister works as a nurse.,,,,,Ch 06 - 健康とようす,Sect 02 - 病気・怪我,X
JLPT_Tango_N4_0717,スーツ,スーツ,suit,[sound:JLPT_Tango_N4_0717.mp3],毎日、スーツを着て、会社に行きます。,毎日[まいにち]、スーツを 着[き]て、 会社[かいしゃ]に 行[い]きます。,I wear a suit to work every day.,,,,,Ch 06 - 健康とようす,Sect 03 - ファッション,X
JLPT_Tango_N4_0718,着物,着物[きもの],kimono,[sound:JLPT_Tango_N4_0718.mp3],成人式にはたくさんの人が着物を着ます。,成人[せいじん] 式[しき]にはたくさんの 人[ひと]が 着物[きもの]を 着[き]ます。,Many people wear kimono to the Coming-of-age Ceremony.,,,,,Ch 06 - 健康とようす,Sect 03 - ファッション,X
JLPT_Tango_N4_0719,くつ下,くつ 下[した],sock,[sound:JLPT_Tango_N4_0719.mp3],冬はくつ下をはいて寝ます。,冬[ふゆ]はくつ 下[した]をはいて 寝[ね]ます。,I sleep with my socks on in the winter.,,,,,Ch 06 - 健康とようす,Sect 03 - ファッション,X
JLPT_Tango_N4_0719-005,ソックス,ソックス,sock,[sound:JLPT_Tango_N4_0719-005.mp3],,,,,,,Same meaning as くつ下,Ch 06 - 健康とようす,Sect 03 - ファッション,
JLPT_Tango_N4_0720,下着,下着[したぎ],underwear,[sound:JLPT_Tango_N4_0720.mp3],旅行のバッグに下着を入れました。,旅行[りょこう]のバッグに 下着[したぎ]を 入[い]れました。,I put underwear in my bag for my trip.,,,,,Ch 06 - 健康とようす,Sect 03 - ファッション,X
JLPT_Tango_N4_0721,手ぶくろ,手[て]ぶくろ,glove,[sound:JLPT_Tango_N4_0721.mp3],冬は手ぶくろをして、出かけます。,冬[ふゆ]は 手[て]ぶくろをして、 出[で]かけます。,"In the winter, I wear gloves when I go out.",,,,,Ch 06 - 健康とようす,Sect 03 - ファッション,X
JLPT_Tango_N4_0721-005,マフラー,マフラー,scarf,[sound:JLPT_Tango_N4_0721-005.mp3],,,,,,,Related meaning to 手ぶくろ,Ch 06 - 健康とようす,Sect 03 - ファッション,
JLPT_Tango_N4_0722,指輪,指輪[ゆびわ],ring,[sound:JLPT_Tango_N4_0722.mp3],これは母からもらった指輪です。,これは 母[はは]からもらった 指輪[ゆびわ]です。,This is a ring I got from my mother.,,,,,Ch 06 - 健康とようす,Sect 03 - ファッション,X
JLPT_Tango_N4_0722-005,婚約指輪,婚約[こんやく] 指輪[ゆびわ],engagement ring,[sound:JLPT_Tango_N4_0722-005.mp3],,,,,,,Related meaning to 指輪,Ch 06 - 健康とようす,Sect 03 - ファッション,
JLPT_Tango_N4_0722-006,結婚指輪,結婚[けっこん] 指輪[ゆびわ],wedding ring,[sound:JLPT_Tango_N4_0722-006.mp3],,,,,,,Related meaning to 指輪,Ch 06 - 健康とようす,Sect 03 - ファッション,
JLPT_Tango_N4_0723,サンダル,サンダル,sandals,[sound:JLPT_Tango_N4_0723.mp3],歩きやすいサンダルをさがしています。,歩[ある]きやすいサンダルをさがしています。,I'm looking for some sandals that are easy to walk in.,,,,,Ch 06 - 健康とようす,Sect 03 - ファッション,X
JLPT_Tango_N4_0723-005,ブーツ,ブーツ,boots,[sound:JLPT_Tango_N4_0723-005.mp3],,,,,,,Related meaning to サンダル,Ch 06 - 健康とようす,Sect 03 - ファッション,
JLPT_Tango_N4_0724,リュック,リュック,backpack,[sound:JLPT_Tango_N4_0724.mp3],このリュックには教科書がたくさん入っています。,このリュックには 教科書[きょうかしょ]がたくさん 入[はい]っています。,There are a lot of textbooks in this backpack.,,,,,Ch 06 - 健康とようす,Sect 03 - ファッション,X
JLPT_Tango_N4_0725,アクセサリー,アクセサリー,accessory,[sound:JLPT_Tango_N4_0725.mp3],仕事のときはアクセサリーをしません。,仕事[しごと]のときはアクセサリーをしません。,I don't wear any accessories at work.,,,,,Ch 06 - 健康とようす,Sect 03 - ファッション,X
JLPT_Tango_N4_0726,ポケット,ポケット,pocket,[sound:JLPT_Tango_N4_0726.mp3],このバッグはポケットが多いです。,このバッグはポケットが 多[おお]いです。,This bag has a lot of pockets.,,,,,Ch 06 - 健康とようす,Sect 03 - ファッション,X
JLPT_Tango_N4_0727,ひも,ひも,"string, lace",[sound:JLPT_Tango_N4_0727.mp3],このくつのひもはきれいです。,このくつのひもはきれいです。,These shoelaces are pretty.,,,,,Ch 06 - 健康とようす,Sect 03 - ファッション,X
JLPT_Tango_N4_0728,髪型,髪型[かみがた],hairstyle,[sound:JLPT_Tango_N4_0728.mp3],どんな髪型が好きですか。,どんな 髪型[かみがた]が 好[す]きですか。,What kind of hairstyle do you like?,,,,,Ch 06 - 健康とようす,Sect 03 - ファッション,X
JLPT_Tango_N4_0728-005,ヘアスタイル,ヘアスタイル,hairstyle,[sound:JLPT_Tango_N4_0728-005.mp3],,,,,,,Same meaning as 髪型,Ch 06 - 健康とようす,Sect 03 - ファッション,
JLPT_Tango_N4_0728-006,ショート（ヘア）,ショート（ヘア）,short hair,[sound:JLPT_Tango_N4_0728-006.mp3],,,,,,,Related meaning to 髪型,Ch 06 - 健康とようす,Sect 03 - ファッション,
JLPT_Tango_N4_0728-007,ロング（ヘア）,ロング（ヘア）,long hair,[sound:JLPT_Tango_N4_0728-007.mp3],,,,,,,Related meaning to 髪型,Ch 06 - 健康とようす,Sect 03 - ファッション,
JLPT_Tango_N4_0728-008,パーマ,パーマ,perm,[sound:JLPT_Tango_N4_0728-008.mp3],,,,,,,Related meaning to 髪型,Ch 06 - 健康とようす,Sect 03 - ファッション,
JLPT_Tango_N4_0729,美容院,美容[びよう] 院[いん],hair salon,[sound:JLPT_Tango_N4_0729.mp3],あの美容院はとても高いです。,あの 美容[びよう] 院[いん]はとても 高[たか]いです。,This hair salon is very expensive.,,,,Be sure to pronounce this clearly to differentiate between it and 「病院」,Ch 06 - 健康とようす,Sect 03 - ファッション,X
JLPT_Tango_N4_0730,カット＜する＞,カット＜する＞,cut,[sound:JLPT_Tango_N4_0730.mp3],いつもあの美容院でカットしています。,いつもあの 美容[びよう] 院[いん]でカットしています。,I always get my hair cut at that hair salon.,,,,,Ch 06 - 健康とようす,Sect 03 - ファッション,X
JLPT_Tango_N4_0731,かがみ,かがみ,mirror,[sound:JLPT_Tango_N4_0731.mp3],出かける前にかがみでチェックします。,出[で]かける 前[まえ]にかがみでチェックします。,I check myself in the mirror before I go out.,,,,,Ch 06 - 健康とようす,Sect 03 - ファッション,X
JLPT_Tango_N4_0732,かっこいい,かっこいい,cool,[sound:JLPT_Tango_N4_0732.mp3],かっこいいヘアスタイルにしたいです。,かっこいいヘアスタイルにしたいです。,I want to have a cool hairstyle.,,,,,Ch 06 - 健康とようす,Sect 03 - ファッション,X
JLPT_Tango_N4_0733,かわいい,かわいい,cute,[sound:JLPT_Tango_N4_0733.mp3],妹はかわいい服が大好きです。,妹[いもうと]はかわいい 服[ふく]が 大好[だいす]きです。,My younger sister loves cute clothes.,,,,,Ch 06 - 健康とようす,Sect 03 - ファッション,X
JLPT_Tango_N4_0734,ちょうどいい,ちょうどいい,"just right, just ~ enough",[sound:JLPT_Tango_N4_0734.mp3],このバッグはちょうどいいサイズです。,このバッグはちょうどいいサイズです。,This bag is just the right size.,,,,,Ch 06 - 健康とようす,Sect 03 - ファッション,X
