Sort,Sort Index,Vocabulary-Japan,Vocab-Furigana,Vocab-English,Audio File,Sent-Japan,Sent-Furigana,Sent-English,Alternate,Vocab-Pitch,Vocab-POS,Note-Question side,Note-Answer side,Chapter,Section,Gener Sent,Reading,Tag,Entry Type
2932,JLPT_Tango_N1_1748-011,ばかにする,,make fun of,[sound:JLPT_Tango_N1_1748-011.mp3],,,,,,,,,,,,1748.1,N1単語3000_13-5,Additional
2933,JLPT_Tango_N1_1749,見下ろす,,look below,[sound:JLPT_Tango_N1_1749.mp3],丘の頂上から街を見下ろした。,,I looked below at the town from the top of the hill.,,,,,,,,X,1749,N1単語3000_13-5,Main
2934,JLPT_Tango_N1_1750,遠回り（する）,,detour,[sound:JLPT_Tango_N1_1750.mp3],工事を避けて、駅まで遠回りした。,,I made a detour to the station to avoid the construction.,,,,,,,,X,1750,N1単語3000_13-5,Main
2935,JLPT_Tango_N1_1751,遠回し,,round-about,[sound:JLPT_Tango_N1_1751.mp3],日本人は遠回しの表現をしがちだ。,,Japanese tend to use round-about expressions.,,,,,,,,X,1751,N1単語3000_13-5,Main
2936,JLPT_Tango_N1_1751-011,婉曲な,,bent,[sound:JLPT_Tango_N1_1751-011.mp3],,,,,,,,,,,,1751.1,N1単語3000_13-5,Additional
2937,JLPT_Tango_N1_1752,途切れる,,cease,[sound:JLPT_Tango_N1_1752.mp3],社長が表れて、みんなの会話が途切れた。,,Everyone stopped talking when the president appeared.,,,,,,,,X,1752,N1単語3000_13-5,Main
2938,JLPT_Tango_N1_1753,途絶える,,cease,[sound:JLPT_Tango_N1_1753.mp3],幼なじみとの連絡が途絶えて3年になる。,,It has been three years since I lost contact with a childhood friend.,,,,,,,,X,1753,N1単語3000_13-5,Main
2939,JLPT_Tango_N1_1754,見過ごす,,overlook,[sound:JLPT_Tango_N1_1754.mp3],試験で大きなミスを見過ごしてしまった。,,I overlooked a major mistake during the exam.,,,,,,,,X,1754,N1単語3000_13-5,Main
2940,JLPT_Tango_N1_1755,見逃す,,miss,[sound:JLPT_Tango_N1_1755.mp3],せっかくのバイトのチャンスを見逃した。,,I missed the chance for a part-time job.,,,,,,,,X,1755,N1単語3000_13-5,Main
2941,JLPT_Tango_N1_1756,交わる,,intersect,[sound:JLPT_Tango_N1_1756.mp3],中央線と山手線は新宿で交わっている。,,The Chuo Line and Yamanote Line intersect at Shinjuku.,,,,,,,,X,1756,N1単語3000_13-5,Main
2942,JLPT_Tango_N1_1757,交える,,together,[sound:JLPT_Tango_N1_1757.mp3],恩師を交えてクラス会を開いた。,,We held a class reunion together with our former teacher.,,,,,,,,X,1757,N1単語3000_13-5,Main
2943,JLPT_Tango_N1_1758-001,越す,,spend/move,[sound:JLPT_Tango_N1_1758-001.mp3],1. 暖かい国で冬を越したい。,,① I want to spend the winter in a warm country.,,,,,,,,X,1758,N1単語3000_13-5,Main
2944,JLPT_Tango_N1_1758-002,越す,,spend/move,[sound:JLPT_Tango_N1_1758-002.mp3],2. 仕事のために、東京から福岡に越してきた。,,② I moved from Tokyo to Fukuoka because of work.,,,,,,,,X,1758,N1単語3000_13-5,Main
2945,JLPT_Tango_N1_1759,超す,,be over,[sound:JLPT_Tango_N1_1759.mp3],その祭りには１００万人を超す観光客が集まった。,,Over 1 million tourists gathered for that festival.,,,,,,,,X,1759,N1単語3000_13-5,Main
2946,JLPT_Tango_N1_1759-011,超える,,be over,[sound:JLPT_Tango_N1_1759-011.mp3],,,,,,,,,,,,1759.1,N1単語3000_13-5,Additional
2947,JLPT_Tango_N1_1760-001,指す,,point,[sound:JLPT_Tango_N1_1760-001.mp3],1. 時計の針が10時を指している。,,① The hands of the clock are pointing at 10 o’ clock.,,,,,,,,X,1760,N1単語3000_13-5,Main
2948,JLPT_Tango_N1_1760-002,指す,,point,[sound:JLPT_Tango_N1_1760-002.mp3],2. これが何を指しているか答えなさい。,,② Tell me what this is pointing at.,,,,,,,,X,1760,N1単語3000_13-5,Main
2949,JLPT_Tango_N1_1761-001,差す,,point/put up/put in,[sound:JLPT_Tango_N1_1761-001.mp3],1. 部屋に日が差してきた。,,① The sun began to shine into the room.,,,,,,,,X,1761,N1単語3000_13-5,Main
2950,JLPT_Tango_N1_1761-002,差す,,point/put up/put in,[sound:JLPT_Tango_N1_1761-002.mp3],2. 紫外線対策のため、傘をさして歩く。,,② I put up the umbrella when taking a walk as a means to avoid ultraviolet rays.,,,,,,,,X,1761,N1単語3000_13-5,Main
2951,JLPT_Tango_N1_1761-003,差す,,point/put up/put in,[sound:JLPT_Tango_N1_1761-003.mp3],3. 目が乾いたら、目薬を差す。,,③ I use eye drops when my eyes get dry.,,,,,,,,X,1761,N1単語3000_13-5,Main
2952,JLPT_Tango_N1_1762,刺す,,stab,[sound:JLPT_Tango_N1_1762.mp3],はちに刺されて、病院に運ばれた。,,I was stung by a bee and carried to the hospital.,,,,,,,,X,1762,N1単語3000_13-5,Main
2953,JLPT_Tango_N1_1763,無口（な）,,quiet,[sound:JLPT_Tango_N1_1763.mp3],父は無口な人だが、実はが ユーモア ある。,,My father is a quiet person but is actually very humorous.,,,,,,,,X,1763,N1単語3000_13-5,Main
2954,JLPT_Tango_N1_1764,無言,,silent,[sound:JLPT_Tango_N1_1764.mp3],声をかけたが、田中さんは無言で去って行った。,,I called Mr. Tanaka by name but he went on without responding.,,,,,,,,X,1764,N1単語3000_13-5,Main
2955,JLPT_Tango_N1_1764-011,無言電話,,nuisance call,[sound:JLPT_Tango_N1_1764-011.mp3],,,,,,,,,,,,1764.1,N1単語3000_13-5,Additional
2956,JLPT_Tango_N1_1764-101,一喜一憂,,Swinging from joy to sorrow,[sound:JLPT_Tango_N1_1764-101.mp3],,,,,,,,,,,,1764-1,N1単語3000_13-5,Supplement
2957,JLPT_Tango_N1_1764-102,心機一転,,Getting a fresh start,[sound:JLPT_Tango_N1_1764-102.mp3],,,,,,,,,,,,1764-2,N1単語3000_13-5,Supplement
2958,JLPT_Tango_N1_1764-103,一目瞭然,,Obvious upon sight,[sound:JLPT_Tango_N1_1764-103.mp3],,,,,,,,,,,,1764-3,N1単語3000_13-5,Supplement
2959,JLPT_Tango_N1_1764-104,一心同体,,Be one in body and mind; the alter ego,[sound:JLPT_Tango_N1_1764-104.mp3],,,,,,,,,,,,1764-4,N1単語3000_13-5,Supplement
2960,JLPT_Tango_N1_1764-105,一朝一夕,,In a day,[sound:JLPT_Tango_N1_1764-105.mp3],,,,,,,,,,,,1764-5,N1単語3000_13-5,Supplement
2961,JLPT_Tango_N1_1764-106,千載一遇,,Once in a lifetime,[sound:JLPT_Tango_N1_1764-106.mp3],,,,,,,,,,,,1764-6,N1単語3000_13-5,Supplement
2962,JLPT_Tango_N1_1764-107,一挙一動,,Every single move,[sound:JLPT_Tango_N1_1764-107.mp3],,,,,,,,,,,,1764-7,N1単語3000_13-5,Supplement
2963,JLPT_Tango_N1_1764-108,一触即発,,Explosive situation,[sound:JLPT_Tango_N1_1764-108.mp3],,,,,,,,,,,,1764-8,N1単語3000_13-5,Supplement
2964,JLPT_Tango_N1_1764-109,満場一致,,Unanimously,[sound:JLPT_Tango_N1_1764-109.mp3],,,,,,,,,,,,1764-9,N1単語3000_13-5,Supplement
2965,JLPT_Tango_N1_1764-110,開口一番,,One’s first words,[sound:JLPT_Tango_N1_1764-110.mp3],,,,,,,,,,,,1764-10,N1単語3000_13-5,Supplement
2966,JLPT_Tango_N1_1764-111,一刀両断,,Come straight to the point,[sound:JLPT_Tango_N1_1764-111.mp3],,,,,,,,,,,,1764-11,N1単語3000_13-5,Supplement
2967,JLPT_Tango_N1_1764-112,一発逆転,,Turn the tables with a single succesful move,[sound:JLPT_Tango_N1_1764-112.mp3],,,,,,,,,,,,1764-12,N1単語3000_13-5,Supplement
2968,JLPT_Tango_N1_1764-113,二人三脚,,"Teamwork(literally, a three-legged race)",[sound:JLPT_Tango_N1_1764-113.mp3],,,,,,,,,,,,1764-13,N1単語3000_13-5,Supplement
2969,JLPT_Tango_N1_1764-114,四苦八苦,,In dire stress,[sound:JLPT_Tango_N1_1764-114.mp3],,,,,,,,,,,,1764-14,N1単語3000_13-5,Supplement
2970,JLPT_Tango_N1_1764-115,四方八方,,All over (everywherre),[sound:JLPT_Tango_N1_1764-115.mp3],,,,,,,,,,,,1764-15,N1単語3000_13-5,Supplement
2971,JLPT_Tango_N1_1764-116,四面楚歌,,Surrounded by enemies,[sound:JLPT_Tango_N1_1764-116.mp3],,,,,,,,,,,,1764-16,N1単語3000_13-5,Supplement
2972,JLPT_Tango_N1_1764-117,四捨五入,,Round out,[sound:JLPT_Tango_N1_1764-117.mp3],,,,,,,,,,,,1764-17,N1単語3000_13-5,Supplement
2973,JLPT_Tango_N1_1764-118,七転八倒,,Writhing in agony,[sound:JLPT_Tango_N1_1764-118.mp3],,,,,,,,,,,,1764-18,N1単語3000_13-5,Supplement
2974,JLPT_Tango_N1_1764-119,八方美人,,People-pleaser,[sound:JLPT_Tango_N1_1764-119.mp3],,,,,,,,,,,,1764-19,N1単語3000_13-5,Supplement
2975,JLPT_Tango_N1_1764-120,十中八九,,In all probability,[sound:JLPT_Tango_N1_1764-120.mp3],,,,,,,,,,,,1764-20,N1単語3000_13-5,Supplement
2976,JLPT_Tango_N1_1764-121,十人十色,,Different strokes for different folks.,[sound:JLPT_Tango_N1_1764-121.mp3],,,,,,,,,,,,1764-21,N1単語3000_13-5,Supplement
2977,JLPT_Tango_N1_1765,顔から火が出る,,be very embarrassed,[sound:JLPT_Tango_N1_1765.mp3],大勢の人の目で転んで、顔から火が出そうだった。,,I fell in front of many people and was extremely embarrassed.,,,,,,,,X,1765,N1単語3000_14-1,Main
2978,JLPT_Tango_N1_1766,顔を立てる,,face-saving,[sound:JLPT_Tango_N1_1766.mp3],クライアントの顔を立てて、わざとゴルフで負けた。,,I purposely lost in the golf game to save the client’s face.,,,,,,,,X,1766,N1単語3000_14-1,Main
2979,JLPT_Tango_N1_1767,目が届く,,keep an eye on,[sound:JLPT_Tango_N1_1767.mp3],目が届く所に貴重品を置いておく。,,Keep your valuables where you can keep an eye on them.,,,,,,,,X,1767,N1単語3000_14-1,Main
2980,JLPT_Tango_N1_1768,目が高い,,have a discerning eye,[sound:JLPT_Tango_N1_1768.mp3],この絵の価値がお分かりとは、さすがお目が高い。,,It is very discerning of you to understand teh value of this picture.,,,,,,,,X,1768,N1単語3000_14-1,Main
2981,JLPT_Tango_N1_1769,目が肥える,,have a good eye for,[sound:JLPT_Tango_N1_1769.mp3],彼は一流の絵を見てきたので、目が肥えている。,,He has always looked at first-class artwork so he has a good eye for it.,,,,,,,,X,1769,N1単語3000_14-1,Main
2982,JLPT_Tango_N1_1770,目を盗む,,do something behind one’s back,[sound:JLPT_Tango_N1_1770.mp3],親の目を盗んで、夜中に遊びに出かけた。,,"I went out to play at midnight, unbeknownst to my parents.",,,,,,,,X,1770,N1単語3000_14-1,Main
2983,JLPT_Tango_N1_1771,目を引く,,attract,[sound:JLPT_Tango_N1_1771.mp3],彼女のファッションは、みんなの目を引く。,,Her fashion attracts people’s attention.,,,,,,,,X,1771,N1単語3000_14-1,Main
2984,JLPT_Tango_N1_1771-011,目立つ,,conspicuous,[sound:JLPT_Tango_N1_1771-011.mp3],,,,,,,,,,,,1771.1,N1単語3000_14-1,Additional
2985,JLPT_Tango_N1_1772,目を丸くする,,be amazed,[sound:JLPT_Tango_N1_1772.mp3],弟は信じられないようなすごい手品を見て、目を丸くした。,,My younger brother was amazed to be able to see such unbelievable magic.,,,,,,,,X,1772,N1単語3000_14-1,Main
2986,JLPT_Tango_N1_1773,目をつぶる,,let it go,[sound:JLPT_Tango_N1_1773.mp3],この企画書は少し直した方がいいが、今回は目をつぶろう。,,"This plan needs some revisions, but I will let it go this time. ",,,,,,,,X,1773,N1単語3000_14-1,Main
2987,JLPT_Tango_N1_1774,鼻が高い,,be proud,[sound:JLPT_Tango_N1_1774.mp3],妹がオリンピックに出場して鼻が高い。,,I am proud that my younger sister attended the Olympics.,,,,,,,,X,1774,N1単語3000_14-1,Main
2988,JLPT_Tango_N1_1775,鼻にかける,,"brag, boast",[sound:JLPT_Tango_N1_1775.mp3],彼女は美人なのを鼻にかけている。,,She brags about her beauty.,,,,,,,,X,1775,N1単語3000_14-1,Main
2989,JLPT_Tango_N1_1776,鼻につく,,be tired with,[sound:JLPT_Tango_N1_1776.mp3],あの人の気取った態度は鼻につく。,,I am tired of that person’s snobbish attitude.,,,,,,,,X,1776,N1単語3000_14-1,Main
2990,JLPT_Tango_N1_1777,目と鼻の先,,just nearby,[sound:JLPT_Tango_N1_1777.mp3],うちと友達の家は目と鼻の先だ。,,My house is right by my friend’s house.,,,,,,,,X,1777,N1単語3000_14-1,Main
2991,JLPT_Tango_N1_1778,耳のつく,,get caught in the ear,[sound:JLPT_Tango_N1_1778.mp3],ラジオで同じ曲が何度もかかり、耳につく。,,The same song was played repeatedly on the radio so it got caught in my ear.,,,,,,,,X,1778,N1単語3000_14-1,Main
2992,JLPT_Tango_N1_1778-011,耳障りな,,offensive to the ear,[sound:JLPT_Tango_N1_1778-011.mp3],,,,,,,,,,,,1778.1,N1単語3000_14-1,Additional
2993,JLPT_Tango_N1_1779,耳に挟む,,happen to hear,[sound:JLPT_Tango_N1_1779.mp3],田中さんに関するうわさを耳に挟んだ。,,I happen to hear a rumor about Mr. Tanaka.,,,,,,,,X,1779,N1単語3000_14-1,Main
2994,JLPT_Tango_N1_1779-011,小耳に挟む,,happen to hear,[sound:JLPT_Tango_N1_1779-011.mp3],,,,,,,,,,,,1779.1,N1単語3000_14-1,Additional
2995,JLPT_Tango_N1_1780,みみにたこができる,,be tired of,[sound:JLPT_Tango_N1_1780.mp3],母の話はいつも同じで、耳にたこができる。,,My mother’s stories are always the same. I’m sick and tired of it.,,,,,,,,X,1780,N1単語3000_14-1,Main
2996,JLPT_Tango_N1_1781,耳を澄ます,,listen carefully,[sound:JLPT_Tango_N1_1781.mp3],鳥の鳴き声に耳を澄ました。,,I listened carefully to the sounds of the birds.,,,,,,,,X,1781,N1単語3000_14-1,Main
2997,JLPT_Tango_N1_1782,耳を貸す,,lend a ear,[sound:JLPT_Tango_N1_1782.mp3],部長が私の提案に耳を貸してくれない。,,The manager doesn’t lend his ear to my suggestions.,,,,,,,,X,1782,N1単語3000_14-1,Main
2998,JLPT_Tango_N1_1783,耳をふさぐ,,block the ears,[sound:JLPT_Tango_N1_1783.mp3],聞きたくない話には耳をふさげばいい。,,Just block your ears about stories you don’t want to hear.,,,,,,,,X,1783,N1単語3000_14-1,Main
2999,JLPT_Tango_N1_1784,口数が少ない,,not say much,[sound:JLPT_Tango_N1_1784.mp3],彼女はいつもはおしゃべりなのに、今日は口数が少ない。,,She is usually talkative but today she doesn’t say much.,,,,,,,,X,1784,N1単語3000_14-1,Main
3000,JLPT_Tango_N1_1785,口から先に生まれたようだ,,born with a big mouth,[sound:JLPT_Tango_N1_1785.mp3],妹はよくしゃべる。口から先に生まれたようだ。,,My younger sister talks a lot. She was born with a big mouth.,,,,,,,,X,1785,N1単語3000_14-1,Main
3001,JLPT_Tango_N1_1786,口をはさむ,,interrupt,[sound:JLPT_Tango_N1_1786.mp3],人の話に口を挟まないでください。,,Please do not interrupt when other people are talking.,,,,,,,,X,1786,N1単語3000_14-1,Main
3002,JLPT_Tango_N1_1787,頭が切れる,,sharp,[sound:JLPT_Tango_N1_1787.mp3],彼女は頭が切れる有能な社員だ。,,She is sharp and competent employee.,,,,,,,,X,1787,N1単語3000_14-2,Main
3003,JLPT_Tango_N1_1788,頭が上がらない,,no match for,[sound:JLPT_Tango_N1_1788.mp3],部長は奥さんに頭が上がらないそうだ。,,It seems the manager is no match for his wife.,,,,,,,,X,1788,N1単語3000_14-2,Main
3004,JLPT_Tango_N1_1789,頭を抱える,,be at wits’ end,[sound:JLPT_Tango_N1_1789.mp3],社長は「今月も赤字だ。」と言って、頭を抱えた。,,"The president is at his wit’s end, saying the company is in red this month again.",,,,,,,,X,1789,N1単語3000_14-2,Main
3005,JLPT_Tango_N1_1790,頭を冷やす,,calm down,[sound:JLPT_Tango_N1_1790.mp3],そんなに怒らずに、少し頭を冷やした方がいい。,,"Don’t be so mad, calm down a little.",,,,,,,,X,1790,N1単語3000_14-2,Main
3006,JLPT_Tango_N1_1791,首を突っ込む,,intrude,[sound:JLPT_Tango_N1_1791.mp3],彼女はすぐ人の話に首を突っ込みたがる。,,She likes to intrude into other people’s conversation.,,,,,,,,X,1791,N1単語3000_14-2,Main
3007,JLPT_Tango_N1_1792,首を長くする,,wait impatiently,[sound:JLPT_Tango_N1_1792.mp3],弟はクリスマスを首を長くして待っている。,,My younger brother waits impatiently for Christmas.,,,,,,,,X,1792,N1単語3000_14-2,Main
3008,JLPT_Tango_N1_1793,首をひねる,,puzzled,[sound:JLPT_Tango_N1_1793.mp3],彼の話にみんなが首をひねっている。,,Everyone is puzzled by his story.,,,,,,,,X,1793,N1単語3000_14-2,Main
3009,JLPT_Tango_N1_1793-011,首をかしげる,,be puzzled,[sound:JLPT_Tango_N1_1793-011.mp3],,,,,,,,,,,,1793.1,N1単語3000_14-2,Additional
3010,JLPT_Tango_N1_1794,首を縦に振る,,"accept, knowledge",[sound:JLPT_Tango_N1_1794.mp3],交際を申し込まれたが、彼女は首を縦に振らなかった。,,She was asked out but she did not accept it.,,,,,,,,X,1794,N1単語3000_14-2,Main
3011,JLPT_Tango_N1_1794-011,首を横に振る,,to shake one's head​  (not accept),[sound:JLPT_Tango_N1_1794-011.mp3],,,,,,,,,,,,1794.1,N1単語3000_14-2,Additional
3012,JLPT_Tango_N1_1795,肩を並べる,,be equal to,[sound:JLPT_Tango_N1_1795.mp3],やっとライバルと肩を並べることができた。,,I am finally a match for my rival.,,,,,,,,X,1795,N1単語3000_14-2,Main
3013,JLPT_Tango_N1_1796,肩を持つ,,be on the side of ,[sound:JLPT_Tango_N1_1796.mp3],どんなときでも、部長は田中さんの肩を持つ。,,The manager is always on Tanaka-san’s side.,,,,,,,,X,1796,N1単語3000_14-2,Main
3014,JLPT_Tango_N1_1797,のどから手が出る,,want desperately,[sound:JLPT_Tango_N1_1797.mp3],このバッグがのどから手が出るほど欲しい。,,I desperately want this bag.,,,,,,,,X,1797,N1単語3000_14-2,Main
3015,JLPT_Tango_N1_1798,手が足りない,,not enough help,[sound:JLPT_Tango_N1_1798.mp3],手が足りなくて、ほかの店から手伝いに来てもらった。,,We didn’t have enough help and had to ask someone from another shop to come over.,,,,,,,,X,1798,N1単語3000_14-2,Main
3016,JLPT_Tango_N1_1799,手が回らない,,can’t get around to it,[sound:JLPT_Tango_N1_1799.mp3],仕事が忙しくて、掃除まで手が回らない。,,I am so busy with work that I can’t get around to do the cleaning.,,,,,,,,X,1799,N1単語3000_14-2,Main
3017,JLPT_Tango_N1_1800,手を切る,,severe ties,[sound:JLPT_Tango_N1_1800.mp3],昔の遊び仲間とは、もう手を切った。,,I already severed tiest with the old playmates.,,,,,,,,X,1800,N1単語3000_14-2,Main
3018,JLPT_Tango_N1_1801,手に余る,,too much,[sound:JLPT_Tango_N1_1801.mp3],この仕事は大変だ。私の手に余る。,,This job is hard. It’s too much for me.,,,,,,,,X,1801,N1単語3000_14-2,Main
3019,JLPT_Tango_N1_1802,手に負えない,,cannot handle,[sound:JLPT_Tango_N1_1802.mp3],子どもたちが元気すぎて、私の手に負えない。,,The children are too active. I can’t handle them.,,,,,,,,X,1802,N1単語3000_14-2,Main
3020,JLPT_Tango_N1_1803,手も足も出ない,,connot do anything,[sound:JLPT_Tango_N1_1803.mp3],昨日の試験は難しくて、手も足も出なかった。,,"Yesterday’s exam was so difficult, I couldn’t do anything.",,,,,,,,X,1803,N1単語3000_14-2,Main
3021,JLPT_Tango_N1_1804,手を焼く,,"unable to control, be at a loss to deal with",[sound:JLPT_Tango_N1_1804.mp3],同僚に困った人がいて、みんな手を焼いている。,,"There is a troublemaker in the office, and we are at a loss at how to deal with him. ",,,,,,,,X,1804,N1単語3000_14-2,Main
3022,JLPT_Tango_N1_1805,足が早い,,quick to spoil,[sound:JLPT_Tango_N1_1805.mp3],生ものは足が早い。,,Raw food quickly spoils.,,,,,,,,X,1805,N1単語3000_14-2,Main
3023,JLPT_Tango_N1_1806,足が出る,,go over  the budget,[sound:JLPT_Tango_N1_1806.mp3],旅行でお土産を買いすぎて、足が出てしまった。,,"I bought too many souvenirs, and I went over my budget.",,,,,,,,X,1806,N1単語3000_14-2,Main
3024,JLPT_Tango_N1_1807,足が棒になる,,walk one’s leg off,[sound:JLPT_Tango_N1_1807.mp3],ずっと歩きっぱなしで、足が棒になった。,,My feet are killing me for walking so long.,,,,,,,,X,1807,N1単語3000_14-2,Main
3025,JLPT_Tango_N1_1808,足を引っ張る,,stand in the way of,[sound:JLPT_Tango_N1_1808.mp3],チームの足を引っ張らないように頑張る。,,I will try my best not to stand in the way of the team.,,,,,,,,X,1808,N1単語3000_14-2,Main
3026,JLPT_Tango_N1_1809-001,息が切れる,,be out of breath,[sound:JLPT_Tango_N1_1809-001.mp3],1. 少し走っただけで息が切れた。,,① I was out of breath from running just a little. ,,,,,,,,X,1809,N1単語3000_14-3,Main
3027,JLPT_Tango_N1_1809-002,息が切れる,,be out of breath,[sound:JLPT_Tango_N1_1809-002.mp3],2. そんなに頑張りすぎると、途中で息が切れるよ。,,"② If you overwork yourself, you will run out of breath in the middle.",,,,,,,,X,1809,N1単語3000_14-3,Main
3028,JLPT_Tango_N1_1810,息が詰まる,,feel suffocated,[sound:JLPT_Tango_N1_1810.mp3],会議で沈黙が続き、息が詰まった。,,Silence continued in the meeting and everyone felt suffocated.,,,,,,,,X,1810,N1単語3000_14-3,Main
3029,JLPT_Tango_N1_1811,息が長い,,lasting,[sound:JLPT_Tango_N1_1811.mp3],彼は30年前から人気があり、息が長い俳優だ。,,"He has been popular since 30 years ago, so one could say he is a lasting actor. ",,,,,,,,X,1811,N1単語3000_14-3,Main
3030,JLPT_Tango_N1_1812,息を抜く,,take a breather,[sound:JLPT_Tango_N1_1812.mp3],朝から休んでいない。少し息を抜こう。,,I haven’t taken a break all morning. Let me take a little break.,,,,,,,,X,1812,N1単語3000_14-3,Main
3031,JLPT_Tango_N1_1813,息をつく,,take a breather,[sound:JLPT_Tango_N1_1813.mp3],忙しすぎて、息をつく暇もない。,,I’m too busy. I have no time to take a breath.,,,,,,,,X,1813,N1単語3000_14-3,Main
3032,JLPT_Tango_N1_1813-011,息もつかずに,,without break,[sound:JLPT_Tango_N1_1813-011.mp3],,,,,,,,,,,,1813.1,N1単語3000_14-3,Additional
3033,JLPT_Tango_N1_1814,息をのむ,,breath-taking,[sound:JLPT_Tango_N1_1814.mp3],この映画には息をのむようなアクションシーンが多い。,,There is a lot of breath-taking action in this movie.,,,,,,,,X,1814,N1単語3000_14-3,Main
3034,JLPT_Tango_N1_1815,気が気でない,,feel uneasy,[sound:JLPT_Tango_N1_1815.mp3],サッカーの結果が心配で気が気でない。,,"I feel so uneasy, worrying about the results of the soccer game.",,,,,,,,X,1815,N1単語3000_14-3,Main
3035,JLPT_Tango_N1_1816,気が済む,,feel better,[sound:JLPT_Tango_N1_1816.mp3],会社の不満を友達に話したら、気が済んだ。,,I felt better after I complained about my company to my friend.,,,,,,,,X,1816,N1単語3000_14-3,Main
3036,JLPT_Tango_N1_1817,馬が合う,,get along,[sound:JLPT_Tango_N1_1817.mp3],彼女とは何となく馬が合う。,,She and I get along well.,,,,,,,,X,1817,N1単語3000_14-3,Main
3037,JLPT_Tango_N1_1818,うなぎ登り,,sky-rocket,[sound:JLPT_Tango_N1_1818.mp3],会社の売り上げはうなぎ登りだ。,,Our company sales are sky-rocketing.,,,,,,,,X,1818,N1単語3000_14-3,Main
3038,JLPT_Tango_N1_1819,猫に小判,,cast pearls before swine,[sound:JLPT_Tango_N1_1819.mp3],そんな高価な物を彼女に贈っても猫に小判だ。,,Sending such expensive gifts to her is like casting pearls before swine.,,,,,,,,X,1819,N1単語3000_14-3,Main
3039,JLPT_Tango_N1_1819-011,豚に真珠,,cast pearls before swine,[sound:JLPT_Tango_N1_1819-011.mp3],,,,,,,,,,,,1819.1,N1単語3000_14-3,Additional
3040,JLPT_Tango_N1_1820,猫をかぶる,,feign innocence,[sound:JLPT_Tango_N1_1820.mp3],彼女は男性の前ではいつも猫をかぶっている。,,She is always feigning innocence in front of him.,,,,,,,,X,1820,N1単語3000_14-3,Main
3041,JLPT_Tango_N1_1821,猫の手も借りたい,,short-handed,[sound:JLPT_Tango_N1_1821.mp3],最近、猫の手も借りたいほど忙しい。,,Recently we are really short-handed.,,,,,,,,X,1821,N1単語3000_14-3,Main
3042,JLPT_Tango_N1_1822,猿も木から落ちる,,even monkeys fall from trees,[sound:JLPT_Tango_N1_1822.mp3],彼が失敗するなんて。猿も木から落ちるとはこのことだ。,,I can’t believe he failed. You can truly say even monkeys fall from trees. ,,,,,,,,X,1822,N1単語3000_14-3,Main
3043,JLPT_Tango_N1_1823,犬猿の仲,,do not get along well together,[sound:JLPT_Tango_N1_1823.mp3],あの二人は犬猿の仲なので、別のチームにした方がいい。,,"The two don’t get along at all, so best you put them in separate teams.",,,,,,,,X,1823,N1単語3000_14-3,Main
3044,JLPT_Tango_N1_1823-011,水と油,,incompatible as oil and water,[sound:JLPT_Tango_N1_1823-011.mp3],,,,,,,,,,,,1823.1,N1単語3000_14-3,Additional
3045,JLPT_Tango_N1_1824,一長一短,,have merits and demerits,[sound:JLPT_Tango_N1_1824.mp3],AもＢも完璧とは言えない。一長一短だ。,,Neither A nor B is perfect. Each has its merits and demerits.,,,,,,,,X,1824,N1単語3000_14-3,Main
3046,JLPT_Tango_N1_1825,一石二鳥,,kill two birds with one stone,[sound:JLPT_Tango_N1_1825.mp3],アルバイトはお金も経験も得られる。一石二鳥だ。,,Working part-time offers you money and experience. It’s killing two birds with one stone. ,,,,,,,,X,1825,N1単語3000_14-3,Main
3047,JLPT_Tango_N1_1825-101,ASEAN（アセアン）東南アジア諸国連合,,Association of Southeast Asian Nations,[sound:JLPT_Tango_N1_1825-101.mp3],,,,,,,,,,,,1825-1,N1単語3000_14-3,Supplement
3048,JLPT_Tango_N1_1825-102,CEO　経営最高責任者,,Chief Executive Officer,[sound:JLPT_Tango_N1_1825-102.mp3],,,,,,,,,,,,1825-2,N1単語3000_14-3,Supplement
3049,JLPT_Tango_N1_1825-103,FEZ　自由経済区,,Free Economic Zone,[sound:JLPT_Tango_N1_1825-103.mp3],,,,,,,,,,,,1825-3,N1単語3000_14-3,Supplement
3050,JLPT_Tango_N1_1825-104,FIFA　国際サッカー連盟,,Federation Internationale de Football Association,[sound:JLPT_Tango_N1_1825-104.mp3],,,,,,,,,,,,1825-4,N1単語3000_14-3,Supplement
3051,JLPT_Tango_N1_1825-105,GDP　国内総生産,,Gross Domestic Product,[sound:JLPT_Tango_N1_1825-105.mp3],,,,,,,,,,,,1825-5,N1単語3000_14-3,Supplement
3052,JLPT_Tango_N1_1825-106,GNP　国民総生産,,Gross National Product,[sound:JLPT_Tango_N1_1825-106.mp3],,,,,,,,,,,,1825-6,N1単語3000_14-3,Supplement
3053,JLPT_Tango_N1_1825-107,IMF　国際通貨基金,,International Monetary Fund,[sound:JLPT_Tango_N1_1825-107.mp3],,,,,,,,,,,,1825-7,N1単語3000_14-3,Supplement
3054,JLPT_Tango_N1_1825-108,IOC　国際オリンピック委員会,,International Olympic Committee,[sound:JLPT_Tango_N1_1825-108.mp3],,,,,,,,,,,,1825-8,N1単語3000_14-3,Supplement
3055,JLPT_Tango_N1_1825-109,JOC　日本オリンピック委員会,,Japan Olympic Committee,[sound:JLPT_Tango_N1_1825-109.mp3],,,,,,,,,,,,1825-9,N1単語3000_14-3,Supplement
