Sort Index,Vocab-Japan,Vocab-Furigana,Vocab-English,audio file,Sent-Japan,Sent-Furigana,Sent-English,Vocab-Pitch,Vocab-POS,Note-Question side,Note-Answer side,Chapter,Section,Gener Sent,Digital Sort,4 Digit Sort,Vocab-Audio,Sent/Vocab-English
JLPT_Tango_N5_0871-09,二階,二階[にかい],2nd Floor,[sound:JLPT_Tango_N5_0871-09.mp3],,,,,,,,Ch 09 - 住む,Sect 02 - アパートの二階,,871.09,0871-09,JLPT_Tango_N5_0871-09.mp3,<b>2nd Floor</b>
JLPT_Tango_N5_0871-10,一階,一階[いっかい], 1st Floor,[sound:JLPT_Tango_N5_0871-10.mp3],,,,,,,,Ch 09 - 住む,Sect 02 - アパートの二階,,871.1,0871-10,JLPT_Tango_N5_0871-10.mp3,<b> 1st Floor</b>
JLPT_Tango_N5_0872,ちか,ちか,Basement,[sound:JLPT_Tango_N5_0872.mp3],,,,,,,,Ch 09 - 住む,Sect 02 - アパートの二階,,872,0872,JLPT_Tango_N5_0872.mp3,<b>Basement</b>
JLPT_Tango_N5_0873,ひっこし,ひっこし,Moving,[sound:JLPT_Tango_N5_0873.mp3],<b>ひっこし</b>はいつですか。,<b>ひっこし</b>はいつですか。,When are you moving?,,,,,Ch 09 - 住む,Sect 03 - 引っ越し,X,873,0873,JLPT_Tango_N5_0873.mp3,<b>Moving</b><div>When are you moving?</div>
JLPT_Tango_N5_0874,てんきん(する),てんきん(する),Transfer,[sound:JLPT_Tango_N5_0874.mp3],らいげつ、大阪へ<b>てんきんし</b>ます。,らいげつ、 大阪[おおさか]へ<b>てんきんし</b>ます。,I will be stationed in Osaka next month.,,,,,Ch 09 - 住む,Sect 03 - 引っ越し,X,874,0874,JLPT_Tango_N5_0874.mp3,<b>てんきん(する) - Transfer</b><div>I will be stationed in Osaka next month.</div>
JLPT_Tango_N5_0875,やちん,やちん,Rent,[sound:JLPT_Tango_N5_0875.mp3],ここは<b>やちん</b>が高いです。,ここは<b>やちん</b>が 高[たか]いです。,The rent here is expensive.,,,,,Ch 09 - 住む,Sect 03 - 引っ越し,X,875,0875,JLPT_Tango_N5_0875.mp3,<b>Rent</b><div>The rent here is expensive.</div>
JLPT_Tango_N5_0876,ところ,ところ,Place,[sound:JLPT_Tango_N5_0876.mp3],A 「どんな<b>ところ</b>にすみたいですか。」 -- B 「べんりな<b>ところ</b>にすみたいです。」,A 「どんな<b>ところ</b>にすみたいですか。」 -- B 「べんりな<b>ところ</b>にすみたいです。」,A. What kind of place do you want to live in? -- B. I want to live someplace convenient.,,,,,Ch 09 - 住む,Sect 03 - 引っ越し,X,876,0876,JLPT_Tango_N5_0876.mp3,<b>Place</b><div>A. What kind of place do you want to live in?</div><div>B. I want to live someplace convenient.</div>
JLPT_Tango_N5_0877,いなか,いなか,Countryside,[sound:JLPT_Tango_N5_0877.mp3],<b>いなか</b>が好きです。,<b>いなか</b>が 好[す]きです。,I like the countryside.,,,,,Ch 09 - 住む,Sect 03 - 引っ越し,X,877,0877,JLPT_Tango_N5_0877.mp3,<b>Countryside</b><div>I like the countryside.</div>
JLPT_Tango_N5_0878,しずかな,しずかな,Quiet,[sound:JLPT_Tango_N5_0878.mp3],<b>しずかな</b>ところが好きです。,<b>しずかな</b>ところが 好[す]きです。,I like quiet places.,,,,,Ch 09 - 住む,Sect 03 - 引っ越し,X,878,0878,JLPT_Tango_N5_0878.mp3,<b>しずかな - Quiet</b><div>I like quiet places.</div>
JLPT_Tango_N5_0879,にぎやかな,にぎやかな,Lively,[sound:JLPT_Tango_N5_0879.mp3],<b>にぎやかな</b>ところにすみたいです。,<b>にぎやかな</b>ところにすみたいです。,I want to live in a lively place.,,,,,Ch 09 - 住む,Sect 03 - 引っ越し,X,879,0879,JLPT_Tango_N5_0879.mp3,<b>にぎやかな - Lively</b><div>I want to live in a lively place.</div>
JLPT_Tango_N5_0880,べんりな,べんりな,Convenient,[sound:JLPT_Tango_N5_0880.mp3],スーパーがちかいです。<b>べんり</b>です。,スーパーがちかいです。<b>べんり</b>です。,The supermarket is nearby. That's convenient.,,,,,Ch 09 - 住む,Sect 03 - 引っ越し,X,880,0880,JLPT_Tango_N5_0880.mp3,<b>べんりな - Convenient</b><div>The supermarket is nearby. That's convenient.</div>
JLPT_Tango_N5_0881,ふべんな,ふべんな,Inconvenient,[sound:JLPT_Tango_N5_0881.mp3],このアパートは駅からとおいです。<b>ふべん</b>です。,このアパートは 駅[えき]からとおいです。<b>ふべん</b>です。,This apartment is far from the station. That's inconvenient.,,,,,Ch 09 - 住む,Sect 03 - 引っ越し,X,881,0881,JLPT_Tango_N5_0881.mp3,<b>ふべんな - Inconvenient</b><div>This apartment is far from the station. That's inconvenient.</div>
JLPT_Tango_N5_0882,こうつう,こうつう,Traffic,[sound:JLPT_Tango_N5_0882.mp3],ここは<b>こうつう</b>がふべんです。,ここは<b>こうつう</b>がふべんです。,It's not easy to get around here.,,,,,Ch 09 - 住む,Sect 03 - 引っ越し,X,882,0882,JLPT_Tango_N5_0882.mp3,<b>Traffic</b><div>It's not easy to get around here.</div>
JLPT_Tango_N5_0883,にわ,にわ,Garden / Yard,[sound:JLPT_Tango_N5_0883.mp3],<b>にわ</b>に犬がいます。,<b>にわ</b>に 犬[いぬ]がいます。,There is a dog in the yard.,,,,,Ch 09 - 住む,Sect 03 - 引っ越し,X,883,0883,JLPT_Tango_N5_0883.mp3,<b>Garden / Yard</b><div>There is a dog in the yard.</div>
JLPT_Tango_N5_0884,木, 木[き],Tree,[sound:JLPT_Tango_N5_0884.mp3],にわに<b>木</b>があります。,にわに<b> 木[き]</b>があります。,There is a tree in the yard.,,,,,Ch 09 - 住む,Sect 03 - 引っ越し,X,884,0884,JLPT_Tango_N5_0884.mp3,<b>Tree</b><div>There is a tree in the yard.</div>
JLPT_Tango_N5_0885,みどり,みどり,Greenery,[sound:JLPT_Tango_N5_0885.mp3],鎌倉は<b>みどり</b>が多いです。,鎌倉[かまくら]は<b>みどり</b>が 多[おお]いです。,There is a lot of greenery in Kamakura.,,,,,Ch 09 - 住む,Sect 03 - 引っ越し,X,885,0885,JLPT_Tango_N5_0885.mp3,<b>Greenery</b><div>There is a lot of greenery in Kamakura.</div>
JLPT_Tango_N5_0886,わかい,わかい,Young,[sound:JLPT_Tango_N5_0886.mp3],この町は<b>わかい</b>人が多いです。,この 町[まち]は<b>わかい</b> 人[ひと]が 多[おお]いです。,There are many young people in this town.,,,,,Ch 09 - 住む,Sect 03 - 引っ越し,X,886,0886,JLPT_Tango_N5_0886.mp3,<b>Young</b><div>There are many young people in this town.</div>
JLPT_Tango_N5_0887,年をとる,年[とし]をとる,Get Old,[sound:JLPT_Tango_N5_0887.mp3],８０歳です。<b>年をとり</b>ました。,８０ 歳[さい]です。 <b>年[とし]をとり</b>ました。,I am 80 years old. I have grown old.,,,,,Ch 09 - 住む,Sect 03 - 引っ越し,X,887,0887,JLPT_Tango_N5_0887.mp3,<b>年をとる - Get Old</b><div>I am 80 years old. I have grown old.</div>
JLPT_Tango_N5_0888,しやくしょ,しやくしょ,City Hall,[sound:JLPT_Tango_N5_0888.mp3],<b>しやくしょ</b>は駅のちかくです。,<b>しやくしょ</b>は 駅[えき]のちかくです。,The city hall is near the station.,,,,,Ch 09 - 住む,Sect 03 - 引っ越し,X,888,0888,JLPT_Tango_N5_0888.mp3,<b>City Hall</b><div>The city hall is near the station.</div>
JLPT_Tango_N5_0889,ひろい,ひろい,Spacious,[sound:JLPT_Tango_N5_0889.mp3],,,,,,,,Ch 09 - 住む,Sect 03 - 引っ越し,,889,0889,JLPT_Tango_N5_0889.mp3,<b>Spacious</b>
JLPT_Tango_N5_0890,せまい,せまい,"Small, Cramped",[sound:JLPT_Tango_N5_0890.mp3],,,,,,,,Ch 09 - 住む,Sect 03 - 引っ越し,,890,0890,JLPT_Tango_N5_0890.mp3,"<b>Small, Cramped</b>"
JLPT_Tango_N5_0891,新しい,新[あたら]しい,New,[sound:JLPT_Tango_N5_0891.mp3],,,,,,,,Ch 09 - 住む,Sect 03 - 引っ越し,,891,0891,JLPT_Tango_N5_0891.mp3,<b>New</b>
JLPT_Tango_N5_0892,古い,古[ふる]い,Old,[sound:JLPT_Tango_N5_0892.mp3],,,,,,,,Ch 09 - 住む,Sect 03 - 引っ越し,,892,0892,JLPT_Tango_N5_0892.mp3,<b>Old</b>
JLPT_Tango_N5_0893,いらっしゃい。,いらっしゃい。,Welcome.,[sound:JLPT_Tango_N5_0893.mp3],,,,,,,,Ch 09 - 住む,Sect 04 - 先生の家,,893,0893,JLPT_Tango_N5_0893.mp3,<b>Welcome.</b>
JLPT_Tango_N5_0894,どうぞおあがりください。,どうぞおあがりください。,Please come in.,[sound:JLPT_Tango_N5_0894.mp3],,,,,,,,Ch 09 - 住む,Sect 04 - 先生の家,,894,0894,JLPT_Tango_N5_0894.mp3,<b>Please come in.</b>
JLPT_Tango_N5_0895,しつれいします。,しつれいします。,Excuse me.,[sound:JLPT_Tango_N5_0895.mp3],,,,,,,,Ch 09 - 住む,Sect 04 - 先生の家,,895,0895,JLPT_Tango_N5_0895.mp3,<b>Excuse me.</b>
JLPT_Tango_N5_0896,そろそろしつれいします。,そろそろしつれいします。,I will excuse myself.,[sound:JLPT_Tango_N5_0896.mp3],,,,,,,,Ch 09 - 住む,Sect 04 - 先生の家,,896,0896,JLPT_Tango_N5_0896.mp3,<b>I will excuse myself.</b>
JLPT_Tango_N5_0897,またいらっしゃってください。,またいらっしゃってください。,Please come again.,[sound:JLPT_Tango_N5_0897.mp3],,,,,,,,Ch 09 - 住む,Sect 04 - 先生の家,,897,0897,JLPT_Tango_N5_0897.mp3,<b>Please come again.</b>
JLPT_Tango_N5_0898,おっと,おっと,Husband,[sound:JLPT_Tango_N5_0898.mp3],あねの<b>おっと</b>は会社員です。,あねの<b>おっと</b>は 会社[かいしゃ] 員[いん]です。,My elder sister's husband is an office worker.,,,,,Ch 09 - 住む,Sect 04 - 先生の家,X,898,0898,JLPT_Tango_N5_0898.mp3,<b>Husband</b><div>My elder sister's husband is an office worker.</div>
JLPT_Tango_N5_0899,つま,つま,Wife,[sound:JLPT_Tango_N5_0899.mp3],あにの<b>つま</b>は日本人です。,あにの<b>つま</b>は 日本人[にほんじん]です。,My elder brother's wife is Japanese.,,,,,Ch 09 - 住む,Sect 04 - 先生の家,X,899,0899,JLPT_Tango_N5_0899.mp3,<b>Wife</b><div>My elder brother's wife is Japanese.</div>
JLPT_Tango_N5_0900,ごしゅじん,ごしゅじん,The Husband,[sound:JLPT_Tango_N5_0900.mp3],田中さんの<b>ごしゅじん</b>はしゃちょうです。,田中[たなか]さんの<b>ごしゅじん</b>はしゃちょうです。,The husband of Mrs. Tanaka is a company president.,,,,,Ch 09 - 住む,Sect 04 - 先生の家,X,900,0900,JLPT_Tango_N5_0900.mp3,<b>The Husband</b><div>The husband of Mrs. Tanaka is a company president.</div>
JLPT_Tango_N5_0901,おくさん,おくさん,The Wife,[sound:JLPT_Tango_N5_0901.mp3],山田さんの<b>おくさん</b>はりょうりがじょうずです。,山田[やまだ]さんの<b>おくさん</b>はりょうりがじょうずです。,The wife of Mr. Yamada is good at cooking.,,,,,Ch 09 - 住む,Sect 04 - 先生の家,X,901,0901,JLPT_Tango_N5_0901.mp3,<b>The Wife</b><div>The wife of Mr. Yamada is good at cooking.</div>
JLPT_Tango_N5_0902,しょうかい(する),しょうかい(する),Introduce,[sound:JLPT_Tango_N5_0902.mp3],先生に友達を<b>しょうかいし</b>ます。,先生[せんせい]に 友達[ともだち]を<b>しょうかいし</b>ます。,I will introuce my friend to the teacher.,,,,,Ch 09 - 住む,Sect 04 - 先生の家,X,902,0902,JLPT_Tango_N5_0902.mp3,<b>しょうかい(する) - Introduce</b><div>I will introuce my friend to the teacher.</div>
JLPT_Tango_N5_0903,こちらは～さんです,こちらは～さんです,This is Mr. / Mrs.,[sound:JLPT_Tango_N5_0903.mp3],A 「こちらはアリさんです。」,A 「こちらはアリさんです。」,A. This is Ali-san.,,,,,Ch 09 - 住む,Sect 04 - 先生の家,X,903,0903,JLPT_Tango_N5_0903.mp3,<b>こちらは～さんです - This is Mr. / Mrs.</b><div>A. This is Ali-san.</div>
JLPT_Tango_N5_0904,これからおせわになります,これからおせわになります,Thank you for taking care of me on this occasion.,[sound:JLPT_Tango_N5_0904.mp3],B 「はじめまして、アリです。<b>これからおせわになります</b>。」,B 「はじめまして、アリです。<b>これからおせわになります</b>。」,B. Nice to meet you. I am Ali. Thank you for taking care of me on this occasion.,,,,,Ch 09 - 住む,Sect 04 - 先生の家,X,904,0904,JLPT_Tango_N5_0904.mp3,<b>Thank you for taking care of me on this occasion.</b><div>B. Nice to meet you. I am Ali. Thank you for taking care of me on this occasion.</div>
JLPT_Tango_N5_0905,いらっしゃいます,いらっしゃいます,Is Here / There,[sound:JLPT_Tango_N5_0905.mp3],A 「ごりょうしんはどちらに<b>いらっしゃいます</b>か。」 -- B 「トルコにいます。」,A 「ごりょうしんはどちらに<b>いらっしゃいます</b>か。」 -- B 「トルコにいます。」,A. Where are your parents? -- B. They are in Turkey.,,,,,Ch 09 - 住む,Sect 04 - 先生の家,X,905,0905,JLPT_Tango_N5_0905.mp3,<b>Is Here / There</b><div>A. Where are your parents?</div><div>B. They are in Turkey.</div>
JLPT_Tango_N5_0906,どくしん,どくしん,Single,[sound:JLPT_Tango_N5_0906.mp3],あには<b>どくしん</b>です。,あには<b>どくしん</b>です。,My brother is single.,,,,,Ch 09 - 住む,Sect 04 - 先生の家,X,906,0906,JLPT_Tango_N5_0906.mp3,<b>Single</b><div>My brother is single.</div>
JLPT_Tango_N5_0907,けっこん(する),けっこん(する),Married,[sound:JLPT_Tango_N5_0907.mp3],らいげつ、<b>けっこんし</b>ます。,らいげつ、<b>けっこんし</b>ます。,I will get married next month.,,,,,Ch 09 - 住む,Sect 04 - 先生の家,X,907,0907,JLPT_Tango_N5_0907.mp3,<b>けっこん(する) - Married</b><div>I will get married next month.</div>
JLPT_Tango_N5_0908,ぼく,ぼく,I (Male),[sound:JLPT_Tango_N5_0908.mp3],A 「何を飲む？」 -- B 「<b>ぼく</b>はジュース。」,A 「 何[なに]を 飲[の]む？」 -- B 「<b>ぼく</b>はジュース。」,A. What do you want to drink? -- B. I will have juice.,,,,,Ch 09 - 住む,Sect 04 - 先生の家,X,908,0908,JLPT_Tango_N5_0908.mp3,<b>I (Male)</b><div>A. What do you want to drink?</div><div>B. I will have juice.</div>
JLPT_Tango_N5_0909,ありがとうございました,ありがとうございました,Thank You,[sound:JLPT_Tango_N5_0909.mp3],きょうは<b>ありがとうございました</b>。,きょうは<b>ありがとうございました</b>。,Thank you for everything today.,,,,,Ch 09 - 住む,Sect 04 - 先生の家,X,909,0909,JLPT_Tango_N5_0909.mp3,<b>Thank You</b><div>Thank you for everything today.</div>
JLPT_Tango_N5_0910,いろいろ(と),いろいろ(と),For Everything,[sound:JLPT_Tango_N5_0910.mp3],<b>いろいろ</b>ありがとうございました。,<b>いろいろ</b>ありがとうございました。,Thank you very much for everything.,,,,,Ch 09 - 住む,Sect 04 - 先生の家,X,910,0910,JLPT_Tango_N5_0910.mp3,<b>いろいろ(と) - For Everything</b><div>Thank you very much for everything.</div>
JLPT_Tango_N5_0911,(お)気をつけて,(お) 気[き]をつけて,Take Care / Be Careful,[sound:JLPT_Tango_N5_0911.mp3],<b>(お)気をつけて</b>。,<b>(お) 気[き]をつけて</b>。,Please take care.,,,,,Ch 09 - 住む,Sect 04 - 先生の家,X,911,0911,JLPT_Tango_N5_0911.mp3,<b>Take Care / Be Careful</b><div>Please take care.</div>
JLPT_Tango_N5_0912,おせわになりました,おせわになりました,Thank you for taking care of me.,[sound:JLPT_Tango_N5_0912.mp3],A 「<b>おせわになりました</b>。」 -- B 「いいえ、こちらこそ。」,A 「<b>おせわになりました</b>。」 -- B 「いいえ、こちらこそ。」,"A. Thank you for taking care of me. -- B. Not at all, and I thank you the same.",,,,,Ch 09 - 住む,Sect 04 - 先生の家,X,912,0912,JLPT_Tango_N5_0912.mp3,"<b>Thank you for taking care of me.</b><div>A. Thank you for taking care of me.</div><div>B. Not at all, and I thank you the same.</div>"
JLPT_Tango_N5_0913,あぶない,あぶない,Watch Out,[sound:JLPT_Tango_N5_0913.mp3],A 「<b>あぶない</b>です。気をつけてください。」 -- B 「はい。」,A 「<b>あぶない</b>です。 気[き]をつけてください。」 -- B 「はい。」,A. Watch out. Please be careful. -- B. Yes.,,,,,Ch 09 - 住む,Sect 04 - 先生の家,X,913,0913,JLPT_Tango_N5_0913.mp3,<b>Watch Out</b><div>A. Watch out. Please be careful.</div><div>B. Yes.</div>
JLPT_Tango_N5_0914,しゅうまつ,しゅうまつ,Weekend,[sound:JLPT_Tango_N5_0914.mp3],<b>しゅうまつ</b>、デートをします。,<b>しゅうまつ</b>、デートをします。,I will go on a date this weekend.,,,,,Ch 09 - 住む,Sect 04 - 先生の家,X,914,0914,JLPT_Tango_N5_0914.mp3,<b>Weekend</b><div>I will go on a date this weekend.</div>
JLPT_Tango_N5_0915,はじめ,はじめ,Beginning,[sound:JLPT_Tango_N5_0915.mp3],きょねんの<b>はじめ</b>に日本へ来ました。,きょねんの<b>はじめ</b>に 日本[にほん]へ 来[き]ました。,I came to Japan at the beginning of last year.,,,,,Ch 09 - 住む,Sect 04 - 先生の家,X,915,0915,JLPT_Tango_N5_0915.mp3,<b>Beginning</b><div>I came to Japan at the beginning of last year.</div>
JLPT_Tango_N5_0916,おわり,おわり,End,[sound:JLPT_Tango_N5_0916.mp3],こんげつの<b>おわり</b>にくにへ帰ります。,こんげつの<b>おわり</b>にくにへ 帰[かえ]ります。,I will return to my country this month.,,,,,Ch 09 - 住む,Sect 04 - 先生の家,X,916,0916,JLPT_Tango_N5_0916.mp3,<b>End</b><div>I will return to my country this month.</div>
JLPT_Tango_N5_0917,おととい,おととい,The Day Before Yesterday,[sound:JLPT_Tango_N5_0917.mp3],,,,,,,,Ch 09 - 住む,Sect 04 - 先生の家,,917,0917,JLPT_Tango_N5_0917.mp3,<b>The Day Before Yesterday</b>
JLPT_Tango_N5_0918,あさって,あさって,The Day After Tomorrow,[sound:JLPT_Tango_N5_0918.mp3],,,,,,,,Ch 09 - 住む,Sect 04 - 先生の家,,918,0918,JLPT_Tango_N5_0918.mp3,<b>The Day After Tomorrow</b>
JLPT_Tango_N5_0919,せんしゅう,せんしゅう,Last Week,[sound:JLPT_Tango_N5_0919.mp3],,,,,,,,Ch 09 - 住む,Sect 04 - 先生の家,,919,0919,JLPT_Tango_N5_0919.mp3,<b>Last Week</b>
JLPT_Tango_N5_0920,こんしゅう,こんしゅう,This Week,[sound:JLPT_Tango_N5_0920.mp3],,,,,,,,Ch 09 - 住む,Sect 04 - 先生の家,,920,0920,JLPT_Tango_N5_0920.mp3,<b>This Week</b>
JLPT_Tango_N5_0921,らいしゅう,らいしゅう,Next Week,[sound:JLPT_Tango_N5_0921.mp3],,,,,,,,Ch 09 - 住む,Sect 04 - 先生の家,,921,0921,JLPT_Tango_N5_0921.mp3,<b>Next Week</b>
JLPT_Tango_N5_0922,せんげつ,せんげつ,Last Month,[sound:JLPT_Tango_N5_0922.mp3],,,,,,,,Ch 09 - 住む,Sect 04 - 先生の家,,922,0922,JLPT_Tango_N5_0922.mp3,<b>Last Month</b>
JLPT_Tango_N5_0923,こんげつ,こんげつ,This Month,[sound:JLPT_Tango_N5_0923.mp3],,,,,,,,Ch 09 - 住む,Sect 04 - 先生の家,,923,0923,JLPT_Tango_N5_0923.mp3,<b>This Month</b>
JLPT_Tango_N5_0924,らいげつ,らいげつ,Next Month,[sound:JLPT_Tango_N5_0924.mp3],,,,,,,,Ch 09 - 住む,Sect 04 - 先生の家,,924,0924,JLPT_Tango_N5_0924.mp3,<b>Next Month</b>
JLPT_Tango_N5_0925,電気,電気[でんき],"Electricity, Power, Light",[sound:JLPT_Tango_N5_0925.mp3],<b>電気</b>をつけてください。,<b>電気[でんき]</b>をつけてください。,Please turn on the lights.,,,,,Ch 09 - 住む,Sect 05 - 電気,X,925,0925,JLPT_Tango_N5_0925.mp3,"<b>Electricity, Power, Light</b><div>Please turn on the lights.</div>"
JLPT_Tango_N5_0926,つける,つける,Turn On,[sound:JLPT_Tango_N5_0926.mp3],エアコンを<b>つけ</b>ます。,エアコンを<b>つけ</b>ます。,I will turn on the air conditioner.,,,,,Ch 09 - 住む,Sect 05 - 電気,X,926,0926,JLPT_Tango_N5_0926.mp3,<b>つける - Turn On</b><div>I will turn on the air conditioner.</div>
JLPT_Tango_N5_0927,けす,けす,Turn Off,[sound:JLPT_Tango_N5_0927.mp3],電気を<b>けし</b>ます。,電気[でんき]を<b>けし</b>ます。,I will turn off the lights.,,,,,Ch 09 - 住む,Sect 05 - 電気,X,927,0927,JLPT_Tango_N5_0927.mp3,<b>けす - Turn Off</b><div>I will turn off the lights.</div>
JLPT_Tango_N5_0928,明るい,明[あか]るい,Bright,[sound:JLPT_Tango_N5_0928.mp3],電気をつけると、<b>明るく</b>なります。,電気[でんき]をつけると、 <b>明[あか]るく</b>なります。,It gets bright when the lights are turned on.,,,,,Ch 09 - 住む,Sect 05 - 電気,X,928,0928,JLPT_Tango_N5_0928.mp3,<b>明るい - Bright</b><div>It gets bright when the lights are turned on.</div>
JLPT_Tango_N5_0929,暗い,暗[くら]い,Dark,[sound:JLPT_Tango_N5_0929.mp3],へやが<b>暗い</b>です。,へやが <b>暗[くら]い</b>です。,The room is dark.,,,,,Ch 09 - 住む,Sect 05 - 電気,X,929,0929,JLPT_Tango_N5_0929.mp3,<b>Dark</b><div>The room is dark.</div>
JLPT_Tango_N5_0930,エアコン,エアコン,Air Conditioner,[sound:JLPT_Tango_N5_0930.mp3],へやに<b>エアコン</b>があります。,へやに<b>エアコン</b>があります。,The room has an air conditioner.,,,,,Ch 09 - 住む,Sect 05 - 電気,X,930,0930,JLPT_Tango_N5_0930.mp3,<b>Air Conditioner</b><div>The room has an air conditioner.</div>
JLPT_Tango_N5_0931,ビデオ,ビデオ,Video,[sound:JLPT_Tango_N5_0931.mp3],しゅうまつ、<b>ビデオ</b>を見ます。,しゅうまつ、<b>ビデオ</b>を 見[み]ます。,I will watch the video over the weekend.,,,,,Ch 09 - 住む,Sect 05 - 電気,X,931,0931,JLPT_Tango_N5_0931.mp3,<b>Video</b><div>I will watch the video over the weekend.</div>
JLPT_Tango_N5_0932,スイッチ,スイッチ,Switch,[sound:JLPT_Tango_N5_0932.mp3],<b>スイッチ</b>はドアの右です。,<b>スイッチ</b>はドアの 右[みぎ]です。,The switch is on the right side of the door.,,,,,Ch 09 - 住む,Sect 05 - 電気,X,932,0932,JLPT_Tango_N5_0932.mp3,<b>Switch</b><div>The switch is on the right side of the door.</div>
JLPT_Tango_N5_0933,まわす,まわす,"Turn, Revolve",[sound:JLPT_Tango_N5_0933.mp3],これを左に<b>まわす</b>と、おゆが出ます。,これを 左[ひだり]に<b>まわす</b>と、おゆが 出[で]ます。,Warm water comes out when you turn this to the left.,,,,,Ch 09 - 住む,Sect 05 - 電気,X,933,0933,JLPT_Tango_N5_0933.mp3,"<b>まわす - Turn, Revolve</b><div>Warm water comes out when you turn this to the left.</div>"
JLPT_Tango_N5_0934,ひく,ひく,Pull,[sound:JLPT_Tango_N5_0934.mp3],これを<b>ひく</b>と、水が出ます。,これを<b>ひく</b>と、 水[みず]が 出[で]ます。,Water comes out when you pull this.,,,,,Ch 09 - 住む,Sect 05 - 電気,X,934,0934,JLPT_Tango_N5_0934.mp3,<b>ひく - Pull</b><div>Water comes out when you pull this.</div>
JLPT_Tango_N5_0935,うごく,うごく,Move,[sound:JLPT_Tango_N5_0935.mp3],スイッチをおすと、<b>うごき</b>ます。,スイッチをおすと、<b>うごき</b>ます。,It moves when you push the switch.,,,,,Ch 09 - 住む,Sect 05 - 電気,X,935,0935,JLPT_Tango_N5_0935.mp3,<b>うごく - Move</b><div>It moves when you push the switch.</div>
JLPT_Tango_N5_0936,音,音[おと],Sound,[sound:JLPT_Tango_N5_0936.mp3],ラジオの<b>音</b>が小さいです。,ラジオの <b>音[おと]</b>が 小[ちい]さいです。,The sound of the radio is weak.,,,,,Ch 09 - 住む,Sect 05 - 電気,X,936,0936,JLPT_Tango_N5_0936.mp3,<b>Sound</b><div>The sound of the radio is weak.</div>
JLPT_Tango_N5_0937,もし (～たら),もし (～たら),If ... then,[sound:JLPT_Tango_N5_0937.mp3],<b>もし</b>こしょうし<b>たら</b>、しゅうりします。,<b>もし</b>こしょうし<b>たら</b>、しゅうりします。,"If it breaks, I will fix it.",,,,,Ch 09 - 住む,Sect 05 - 電気,X,937,0937,JLPT_Tango_N5_0937.mp3,"<b>もし (～たら) - If ... then</b><div>If it breaks, I will fix it.</div>"
JLPT_Tango_N5_0938,こしょう(する),こしょう(する),Broken,[sound:JLPT_Tango_N5_0938.mp3],エアコンが<b>こしょうし</b>ました。,エアコンが<b>こしょうし</b>ました。,The air conditioner is broken.,,,,,Ch 09 - 住む,Sect 05 - 電気,X,938,0938,JLPT_Tango_N5_0938.mp3,<b>こしょう(する) - Broken</b><div>The air conditioner is broken.</div>
JLPT_Tango_N5_0939,しゅうり(する),しゅうり(する),Repair,[sound:JLPT_Tango_N5_0939.mp3],エアコンを<b>しゅうりして</b>ください。,エアコンを<b>しゅうりして</b>ください。,Please fix the air conditioner.,,,,,Ch 09 - 住む,Sect 05 - 電気,X,939,0939,JLPT_Tango_N5_0939.mp3,<b>しゅうり(する) - Repair</b><div>Please fix the air conditioner.</div>
JLPT_Tango_N5_0940,よぶ,よぶ,Call,[sound:JLPT_Tango_N5_0940.mp3],電気やを<b>よび</b>ます。,電気[でんき]やを<b>よび</b>ます。,I will call the electrician.,,,,,Ch 09 - 住む,Sect 05 - 電気,X,940,0940,JLPT_Tango_N5_0940.mp3,<b>よぶ - Call</b><div>I will call the electrician.</div>
JLPT_Tango_N5_0941-01,なおす,なおす,Fix / Correct,[sound:JLPT_Tango_N5_0941-01.mp3],① おとうとのパソコンを<b>なおし</b>ます。,① おとうとのパソコンを<b>なおし</b>ます。,1. I will fix my brother's computer.,,,,1. To repair,Ch 09 - 住む,Sect 05 - 電気,X,941.1,0941-01,JLPT_Tango_N5_0941-01.mp3,<b>なおす - Fix / Correct</b><div>1. I will fix my brother's computer.</div>
JLPT_Tango_N5_0941-02,なおす,なおす,Fix / Correct,[sound:JLPT_Tango_N5_0941-02.mp3],② おとうとのレポートを<b>なおし</b>ます。,② おとうとのレポートを<b>なおし</b>ます。,2. I will correct my brother's report.,,,,2. To correct,Ch 09 - 住む,Sect 05 - 電気,X,941.2,0941-02,JLPT_Tango_N5_0941-02.mp3,<b>なおす - Fix / Correct</b><div>2. I will correct my brother's report.</div>
JLPT_Tango_N5_0942,せいひん,せいひん,Product,[sound:JLPT_Tango_N5_0942.mp3],電気<b>せいひん</b>を秋葉原で買いました。,電気[でんき]<b>せいひん</b>を 秋葉原[あきはばら]で 買[か]いました。,I bought electrical products in Akihabara.,,,,,Ch 09 - 住む,Sect 05 - 電気,X,942,0942,JLPT_Tango_N5_0942.mp3,<b>Product</b><div>I bought electrical products in Akihabara.</div>
JLPT_Tango_N5_0943,びょうき,びょうき,Sick,[sound:JLPT_Tango_N5_0943.mp3],<b>びょうき</b>になりました。,<b>びょうき</b>になりました。,I got sick.,,,,,Ch 10 - 健康など,Sect 01 - 病気,X,943,0943,JLPT_Tango_N5_0943.mp3,<b>Sick</b><div>I got sick.</div>
