Sort Index,Vocab-Japan,Vocab-Furigana,Vocab-English,audio file,Sent-Japan,Sent-Furigana,Sent-English,Alternate,Vocab-Pitch,Vocab-POS,Note-Question side,Note-Answer side,Chapter,Section,Gener Sent
JLPT_Tango_N3_1206,欠点,欠点[けってん],"flaw, shortcoming",[sound:JLPT_Tango_N3_1206.mp3],だれにでも欠点がある。,だれにでも 欠点[けってん]がある。,Everyone has flaws.,,,,,,Ch 11 - 気持ちを伝えよう！,Sect 01 - 性格,X
JLPT_Tango_N3_1206-005,弱点,弱点[じゃくてん],weak point,[sound:JLPT_Tango_N3_1206-005.mp3],,,,,,,,related or similar to 欠点,Ch 11 - 気持ちを伝えよう！,Sect 01 - 性格,
JLPT_Tango_N3_1207,くせ,くせ,habit,[sound:JLPT_Tango_N3_1207.mp3],話しているときに髪にさわるのが私のくせです。,話[はな]しているときに 髪[かみ]にさわるのが 私[わたし]のくせです。,I have a havit of touching my hair when I talk.,癖,,,,,Ch 11 - 気持ちを伝えよう！,Sect 01 - 性格,X
JLPT_Tango_N3_1207-005,口ぐせ,口[くち]ぐせ,favorite phrase,[sound:JLPT_Tango_N3_1207-005.mp3],,,,口癖,,,,related or similar to くせ,Ch 11 - 気持ちを伝えよう！,Sect 01 - 性格,
JLPT_Tango_N3_1208,器用な,器用[きよう]な,"dexterous, skillful",[sound:JLPT_Tango_N3_1208.mp3],姉は器用で、料理も上手だ。,姉[あね]は 器用[きよう]で、 料理[りょうり]も 上手[じょうず]だ。,My older sister is very dexterous and also good at cooking.,,,,,,Ch 11 - 気持ちを伝えよう！,Sect 01 - 性格,X
JLPT_Tango_N3_1208-005,不器用な,不器用[ぶきよう]な,"clumsy, awkward",[sound:JLPT_Tango_N3_1208-005.mp3],,,,,,,,opposite meaning of 器用な,Ch 11 - 気持ちを伝えよう！,Sect 01 - 性格,
JLPT_Tango_N3_1209,感情,感情[かんじょう],emotion,[sound:JLPT_Tango_N3_1209.mp3],彼女は感情を人に見せない。,彼女[かのじょ]は 感情[かんじょう]を 人[ひと]に 見[み]せない。,She doesn't show her emotions to other people.,,,,,,Ch 11 - 気持ちを伝えよう！,Sect 02 - 嬉しい気持ち,X
JLPT_Tango_N3_1209-005,感情的な,感情[かんじょう] 的[てき]な,emotional,[sound:JLPT_Tango_N3_1209-005.mp3],,,,,,,,related or similar to 感情,Ch 11 - 気持ちを伝えよう！,Sect 02 - 嬉しい気持ち,
JLPT_Tango_N3_1210,あこがれる,あこがれる,to admire,[sound:JLPT_Tango_N3_1210.mp3],この女優に、ずっとあこがれている。,この 女優[じょゆう]に、ずっとあこがれている。,I have long admired this actress.,憧れる,,,,,Ch 11 - 気持ちを伝えよう！,Sect 02 - 嬉しい気持ち,X
JLPT_Tango_N3_1210-005,あこがれ,あこがれ,admiration,[sound:JLPT_Tango_N3_1210-005.mp3],,,,憧れ,,,,related or similar to あこがれる,Ch 11 - 気持ちを伝えよう！,Sect 02 - 嬉しい気持ち,
JLPT_Tango_N3_1211,うらやましい,うらやましい,jealous,[sound:JLPT_Tango_N3_1211.mp3],彼には欠点がない。本当にうらやましい。,彼[かれ]には 欠点[けってん]がない。 本当[ほんとう]にうらやましい。,He has no flows. I really envy him.,羨ましい,,,,,Ch 11 - 気持ちを伝えよう！,Sect 02 - 嬉しい気持ち,X
JLPT_Tango_N3_1212,落ち着く,落ち着[おちつ]く,to calm down,[sound:JLPT_Tango_N3_1212.mp3],彼としゃべっていると、とても落ち着く。,彼[かれ]としゃべっていると、とても 落ち着[おちつ]く。,Talking to him really calms me down.,,,,,,Ch 11 - 気持ちを伝えよう！,Sect 02 - 嬉しい気持ち,X
JLPT_Tango_N3_1213,感激＜する＞,感激[かんげき]＜する＞,"deep emotion, impression",[sound:JLPT_Tango_N3_1213.mp3],彼に婚約指輪をもらって、感激した。,彼[かれ]に 婚約[こんやく] 指輪[ゆびわ]をもらって、 感激[かんげき]した。,I was moved when I got an engagement ring from my boyfriend.,,,,,,Ch 11 - 気持ちを伝えよう！,Sect 02 - 嬉しい気持ち,X
JLPT_Tango_N3_1214,感動＜する＞,感動[かんどう]＜する＞,being moved emotionally,[sound:JLPT_Tango_N3_1214.mp3],この映画に、みんなが感動するだろう。,この 映画[えいが]に、みんなが 感動[かんどう]するだろう。,Everyone will probably be moved by this movie.,,,,,,Ch 11 - 気持ちを伝えよう！,Sect 02 - 嬉しい気持ち,X
JLPT_Tango_N3_1215,感心＜する＞,感心[かんしん]＜する＞,"admiration, being impressed",[sound:JLPT_Tango_N3_1215.mp3],アインさん、日本語が上手になりましたね。感心しました。,アインさん、 日本語[にほんご]が 上手[じょうず]になりましたね。 感心[かんしん]しました。,Ain-san has gotten good at Japanese. I was impressed.,,,,,,Ch 11 - 気持ちを伝えよう！,Sect 02 - 嬉しい気持ち,X
JLPT_Tango_N3_1216,なつかしい,なつかしい,"nostalgic, reminding one of times gone by",[sound:JLPT_Tango_N3_1216.mp3],高校時代が、とてもなつかしい。,高校[こうこう] 時代[じだい]が、とてもなつかしい。,I truly long for my high school days.,懐かしい,,,,,Ch 11 - 気持ちを伝えよう！,Sect 02 - 嬉しい気持ち,X
JLPT_Tango_N3_1217,気軽な,気軽[きがる]な,"free, without hesitation",[sound:JLPT_Tango_N3_1217.mp3],何でも気軽に相談してください。,何[なん]でも 気軽[きがる]に 相談[そうだん]してください。,Please consult with me about anything without hesitation.,気軽,,,,,Ch 11 - 気持ちを伝えよう！,Sect 02 - 嬉しい気持ち,X
JLPT_Tango_N3_1218,気楽な,気楽[きらく]な,"carefree, easygoing",[sound:JLPT_Tango_N3_1218.mp3],ストレスのない気楽な生活がしたい。,ストレスのない 気楽[きらく]な 生活[せいかつ]がしたい。,"I want to live a stress-free, easygoing life.",気楽,,,,,Ch 11 - 気持ちを伝えよう！,Sect 02 - 嬉しい気持ち,X
JLPT_Tango_N3_1219-001,幸せ＜な＞,幸[しあわ]せ＜な＞,"good fortune, happiness",[sound:JLPT_Tango_N3_1219-001.mp3],①　幸せな、人によって違う。,①　幸[しあわ]せな、 人[ひと]によって 違[ちが]う。,①　Happiness is different for every person.,,,,,,Ch 11 - 気持ちを伝えよう！,Sect 02 - 嬉しい気持ち,X
JLPT_Tango_N3_1219-002,幸せ＜な＞,幸[しあわ]せ＜な＞,"good fortune, happiness",[sound:JLPT_Tango_N3_1219-002.mp3],②　いろいろあったが、今は幸せな毎日だ。,②　いろいろあったが、 今[いま]は 幸[しあわ]せな 毎日[まいにち]だ。,"②　A lot has happened, but now I am happy every day.",,,,,,Ch 11 - 気持ちを伝えよう！,Sect 02 - 嬉しい気持ち,X
JLPT_Tango_N3_1219-005,幸い,幸[さいわ]い,"happiness, fortune, luck",[sound:JLPT_Tango_N3_1219-005.mp3],,,,,,,,related or similar to 幸せ＜な＞,Ch 11 - 気持ちを伝えよう！,Sect 02 - 嬉しい気持ち,
JLPT_Tango_N3_1219-006,ハッピー＜な＞,ハッピー＜な＞,"good fortune, happiness",[sound:JLPT_Tango_N3_1219-006.mp3],,,,ハッピー-happy,,,,same meaning as 幸せ＜な＞,Ch 11 - 気持ちを伝えよう！,Sect 02 - 嬉しい気持ち,
JLPT_Tango_N3_1219-007,幸福＜な＞,幸福[こうふく]＜な＞,"good fortune, happiness",[sound:JLPT_Tango_N3_1219-007.mp3],,,,,,,,same meaning as 幸せ＜な＞,Ch 11 - 気持ちを伝えよう！,Sect 02 - 嬉しい気持ち,
JLPT_Tango_N3_1220,冗談,冗談[じょうだん],joke,[sound:JLPT_Tango_N3_1220.mp3],彼の冗談は、おもしろい。,彼[かれ]の 冗談[じょうだん]は、おもしろい。,His jokes are funny.,,,,,Take note that there is no such verb as 冗談する.,Ch 11 - 気持ちを伝えよう！,Sect 02 - 嬉しい気持ち,X
JLPT_Tango_N3_1221,ユーモア,ユーモア,humor,[sound:JLPT_Tango_N3_1221.mp3],ユーモアのない人と話しても、おもしろくない。,ユーモアのない 人[ひと]と 話[はな]しても、おもしろくない。,Talking to people with no sense of humor is no fun.,,,,,,Ch 11 - 気持ちを伝えよう！,Sect 02 - 嬉しい気持ち,X
JLPT_Tango_N3_1222,ゆかいな,ゆかいな,pleasant,[sound:JLPT_Tango_N3_1222.mp3],彼はゆかいな人だ。,彼[かれ]はゆかいな 人[じん]だ。,He is a pleasant person.,,,,,,Ch 11 - 気持ちを伝えよう！,Sect 02 - 嬉しい気持ち,X
JLPT_Tango_N3_1222-005,不ゆかいな,不[ふ]ゆかいな,"unpleasant, discomfort",[sound:JLPT_Tango_N3_1222-005.mp3],,,,,,,,opposite meaning of ゆかいな,Ch 11 - 気持ちを伝えよう！,Sect 02 - 嬉しい気持ち,
JLPT_Tango_N3_1223,愛する,愛[あい]する,to love,[sound:JLPT_Tango_N3_1223.mp3],あの歌手は世界中で愛されている。,あの 歌手[かしゅ]は 世界中[せかいじゅう]で 愛[あい]されている。,That singer is loved all around the world.,,,,,,Ch 11 - 気持ちを伝えよう！,Sect 02 - 嬉しい気持ち,X
JLPT_Tango_N3_1224,真剣な,真剣[しんけん]な,serious,[sound:JLPT_Tango_N3_1224.mp3],彼は彼女を真剣に愛しているらしい。,彼[かれ]は 彼女[かのじょ]を 真剣[しんけん]に 愛[あい]しているらしい。,He seems to be seriously in love with her.,真剣,,,,,Ch 11 - 気持ちを伝えよう！,Sect 02 - 嬉しい気持ち,X
JLPT_Tango_N3_1225,どきどき＜する＞,どきどき＜する＞,one's heart beating quickly,[sound:JLPT_Tango_N3_1225.mp3],大好きな人が近くにいると、どきどきする。,大好[だいす]きな 人[ひと]が 近[ちか]くにいると、どきどきする。,"Whenever the person I love is close to me, my heart races.",,,,,,Ch 11 - 気持ちを伝えよう！,Sect 02 - 嬉しい気持ち,X
JLPT_Tango_N3_1226,わくわく＜する＞,わくわく＜する＞,excited,[sound:JLPT_Tango_N3_1226.mp3],来週、日本に留学するので、わくわくしている。,来週[らいしゅう]、 日本[にほん]に 留学[りゅうがく]するので、わくわくしている。,"Next week, I'm going to study abroad in Japan, so I'm excited.",,,,,,Ch 11 - 気持ちを伝えよう！,Sect 02 - 嬉しい気持ち,X
JLPT_Tango_N3_1227,ほっと＜する＞,ほっと＜する＞,feeling relieved,[sound:JLPT_Tango_N3_1227.mp3],試験に合格して、ほっとした。,試験[しけん]に 合格[ごうかく]して、ほっとした。,I was relieved to have passed the test.,,,,,,Ch 11 - 気持ちを伝えよう！,Sect 02 - 嬉しい気持ち,X
JLPT_Tango_N3_1228,のんびり＜する＞,のんびり＜する＞,"at leisure, carefree",[sound:JLPT_Tango_N3_1228.mp3],将来は、いなかでのんびり暮らしたい。,将来[しょうらい]は、いなかでのんびり 暮[く]らしたい。,I want to live a leisurely life in the countryside in the future.,,,,,,Ch 11 - 気持ちを伝えよう！,Sect 02 - 嬉しい気持ち,X
JLPT_Tango_N3_1229,ほほえむ,ほほえむ,to smile,[sound:JLPT_Tango_N3_1229.mp3],彼女がほほえむと、みんなが幸せな気持ちになる。,彼女[かのじょ]がほほえむと、みんなが 幸[しあわ]せな 気持[きも]ちになる。,"When she smiles, everyone feels happy.",微笑む,,,,,Ch 11 - 気持ちを伝えよう！,Sect 02 - 嬉しい気持ち,X
JLPT_Tango_N3_1229-005,笑顔,笑顔[えがお],smiling face,[sound:JLPT_Tango_N3_1229-005.mp3],,,,,,,,related or similar to ほほえむ,Ch 11 - 気持ちを伝えよう！,Sect 02 - 嬉しい気持ち,
JLPT_Tango_N3_1229-006,スマイル,スマイル,smile,[sound:JLPT_Tango_N3_1229-006.mp3],,,,スマイル-smile,,,,related or similar to ほほえむ,Ch 11 - 気持ちを伝えよう！,Sect 02 - 嬉しい気持ち,
JLPT_Tango_N3_1229-007,ほほえみ,ほほえみ,smile,[sound:JLPT_Tango_N3_1229-007.mp3],,,,,,,,related or similar to ほほえむ,Ch 11 - 気持ちを伝えよう！,Sect 02 - 嬉しい気持ち,
JLPT_Tango_N3_1230,夢中＜な＞,夢中[むちゅう]＜な＞,"in a daze, entranced, be crazy about",[sound:JLPT_Tango_N3_1230.mp3],妹はおしゃれに夢中だ。,妹[いもうと]はおしゃれに 夢中[むちゅう]だ。,My younger sister is crazy about fashion.,,,,,,Ch 11 - 気持ちを伝えよう！,Sect 02 - 嬉しい気持ち,X
JLPT_Tango_N3_1231,勇気,勇気[ゆうき],"courage, bravery",[sound:JLPT_Tango_N3_1231.mp3],勇気を持って、チャレンジしよう。,勇気[ゆうき]を 持[も]って、チャレンジしよう。,Have courage and try new things.,,,,,,Ch 11 - 気持ちを伝えよう！,Sect 02 - 嬉しい気持ち,X
JLPT_Tango_N3_1232,あきる,あきる,to get tired of,[sound:JLPT_Tango_N3_1232.mp3],このドラマには、もうあきてしまった。,このドラマには、もうあきてしまった。,I've already gotten tired of this TV drama.,飽きる,,,,,Ch 11 - 気持ちを伝えよう！,Sect 03 - ブルーな気分,X
JLPT_Tango_N3_1233,嫌がる,嫌[いや]がる,to dislike,[sound:JLPT_Tango_N3_1233.mp3],息子は家の手伝いを嫌がる。,息子[むすこ]は 家[いえ]の 手伝[てつだ]いを 嫌[いや]がる。,My son hates helping out around the house.,嫌,,,,,Ch 11 - 気持ちを伝えよう！,Sect 03 - ブルーな気分,X
JLPT_Tango_N3_1234,落ち込む,落ち込[おちこ]む,to get depressed,[sound:JLPT_Tango_N3_1234.mp3],友だちに悪口を言われて落ち込んだ。,友[とも]だちに 悪口[わるぐち]を 言[い]われて 落ち込[おちこ]んだ。,I felt depressed because a friend talked badly about me.,,,,,,Ch 11 - 気持ちを伝えよう！,Sect 03 - ブルーな気分,X
JLPT_Tango_N3_1235,がっかり＜する＞,がっかり＜する＞,to be disappointed,[sound:JLPT_Tango_N3_1235.mp3],試験の結果が悪くて、がっかりした。,試験[しけん]の 結果[けっか]が 悪[わる]くて、がっかりした。,I was disappointed by my poor results on the test.,,,,,,Ch 11 - 気持ちを伝えよう！,Sect 03 - ブルーな気分,X
JLPT_Tango_N3_1236,悲しむ,悲[かな]しむ,to be sad,[sound:JLPT_Tango_N3_1236.mp3],大きな事故が起きて、国中が悲しんでいる。,大[おお]きな 事故[じこ]が 起[お]きて、 国[くに] 中[ちゅう]が 悲[かな]しんでいる。,People are sad all over the country about the big accident.,,,,,,Ch 11 - 気持ちを伝えよう！,Sect 03 - ブルーな気分,X
JLPT_Tango_N3_1236-005,悲しみ,悲[かな]しみ,sadness,[sound:JLPT_Tango_N3_1236-005.mp3],,,,,,,,related or similar to 悲しむ,Ch 11 - 気持ちを伝えよう！,Sect 03 - ブルーな気分,
JLPT_Tango_N3_1236-006,喜ぶ,喜[よろこ]ぶ,to be delighted,[sound:JLPT_Tango_N3_1236-006.mp3],,,,,,,,opposite meaning of 悲しむ,Ch 11 - 気持ちを伝えよう！,Sect 03 - ブルーな気分,
JLPT_Tango_N3_1237,かわいそうな,かわいそうな,"pitiful, poor, pitiable",[sound:JLPT_Tango_N3_1237.mp3],この地域の子どもたちは学校に行けない。かわいそうだ。,この 地域[ちいき]の 子[こ]どもたちは 学校[がっこう]に 行[い]けない。かわいそうだ。,The children in this region can't go to school. How pitiful.,可哀想,,,,,Ch 11 - 気持ちを伝えよう！,Sect 03 - ブルーな気分,X
JLPT_Tango_N3_1238,気の毒な,気の毒[きのどく]な,unfortunate,[sound:JLPT_Tango_N3_1238.mp3],気の毒な人たちに、元気を与えたい。,気の毒[きのどく]な 人[ひと]たちに、 元気[げんき]を 与[あた]えたい。,I want to cheer up unfortunate people.,気の毒,,,,,Ch 11 - 気持ちを伝えよう！,Sect 03 - ブルーな気分,X
JLPT_Tango_N3_1239-001,きつい,きつい,"tight, intense, severe, tough",[sound:JLPT_Tango_N3_1239-001.mp3],①　このくつはきつくて、はけない。,①　このくつはきつくて、はけない。,①　These shoes are too tight to wear.,,,,,① tight-fitting with no space 　,Ch 11 - 気持ちを伝えよう！,Sect 03 - ブルーな気分,X
JLPT_Tango_N3_1239-002,きつい,きつい,"tight, intense, severe, tough",[sound:JLPT_Tango_N3_1239-002.mp3],②　このバイトはきつい。,②　このバイトはきつい。,②　This part-time job is tough.,,,,,"② rough, hard",Ch 11 - 気持ちを伝えよう！,Sect 03 - ブルーな気分,X
JLPT_Tango_N3_1240,恐怖,恐怖[きょうふ],fear,[sound:JLPT_Tango_N3_1240.mp3],こんな恐怖は経験したことがない。,こんな 恐怖[きょうふ]は 経験[けいけん]したことがない。,I've never experienced such fear.,,,,,,Ch 11 - 気持ちを伝えよう！,Sect 03 - ブルーな気分,X
JLPT_Tango_N3_1240-005,恐怖映画,恐怖[きょうふ] 映画[えいが],"scary movie, horror movie",[sound:JLPT_Tango_N3_1240-005.mp3],,,,,,,,related or similar to 恐怖,Ch 11 - 気持ちを伝えよう！,Sect 03 - ブルーな気分,
JLPT_Tango_N3_1240-006,恐怖心,恐怖[きょうふ] 心[しん],"fear, terror",[sound:JLPT_Tango_N3_1240-006.mp3],,,,,,,,related or similar to 恐怖,Ch 11 - 気持ちを伝えよう！,Sect 03 - ブルーな気分,
JLPT_Tango_N3_1241,ショック,ショック,shock,[sound:JLPT_Tango_N3_1241.mp3],親友の言葉に、ひどいショックを受けた。,親友[しんゆう]の 言葉[ことば]に、ひどいショックを 受[う]けた。,I was terribly shocked at my friend's words.,ショック-shock,,,,,Ch 11 - 気持ちを伝えよう！,Sect 03 - ブルーな気分,X
JLPT_Tango_N3_1242,後悔＜する＞,後悔[こうかい]＜する＞,regret,[sound:JLPT_Tango_N3_1242.mp3],高いバッグを買って、後悔している、,高[たか]いバッグを 買[か]って、 後悔[こうかい]している、,I regret buying an expensive bag.,,,,,,Ch 11 - 気持ちを伝えよう！,Sect 03 - ブルーな気分,X
JLPT_Tango_N3_1243,悩む,悩[なや]む,"to be worried, to be troubled",[sound:JLPT_Tango_N3_1243.mp3],一人で悩んでいないで、話を聞かせてください。,一人[ひとり]で 悩[なや]んでいないで、 話[はなし]を 聞[き]かせてください。,Please stop worrying on your own and tell me about it.,,,,,,Ch 11 - 気持ちを伝えよう！,Sect 03 - ブルーな気分,X
JLPT_Tango_N3_1244,悩み,悩[なや]み,"worry, trouble",[sound:JLPT_Tango_N3_1244.mp3],悩みがあるなら、私に相談してほしい。,悩[なや]みがあるなら、 私[わたし]に 相談[そうだん]してほしい。,"If you have any worries, I want you to talk to me.",,,,,,Ch 11 - 気持ちを伝えよう！,Sect 03 - ブルーな気分,X
JLPT_Tango_N3_1245-001,不安＜な＞,不安[ふあん]＜な＞,"anxiety, insecurity",[sound:JLPT_Tango_N3_1245-001.mp3],①　明日入学試験を受ける。不安でいっぱいだ。,①　明日[あした] 入学[にゅうがく] 試験[しけん]を 受[う]ける。 不安[ふあん]でいっぱいだ。,"①　Tomorrow, I'm going to take the school entrance exam.",,,,,,Ch 11 - 気持ちを伝えよう！,Sect 03 - ブルーな気分,X
JLPT_Tango_N3_1245-002,不安＜な＞,不安[ふあん]＜な＞,"anxiety, insecurity",[sound:JLPT_Tango_N3_1245-002.mp3],②　不安なときは、私に話してください。,②　 不安[ふあん]なときは、 私[わたし]に 話[はな]してください。,②　I'm full of anxiety.,,,,,,Ch 11 - 気持ちを伝えよう！,Sect 03 - ブルーな気分,X
JLPT_Tango_N3_1246-001,迷惑＜な／する＞,迷惑[めいわく]＜な／する＞,"nuisance, annoyance",[sound:JLPT_Tango_N3_1246-001.mp3],①　いろいろと、ご迷惑をおかけしました。,①　いろいろと、ご 迷惑[めいわく]をおかけしました。,①　I'm sorry for causing you such trouble.,,,,,,Ch 11 - 気持ちを伝えよう！,Sect 03 - ブルーな気分,X
JLPT_Tango_N3_1246-002,迷惑＜な／する＞,迷惑[めいわく]＜な／する＞,"nuisance, annoyance",[sound:JLPT_Tango_N3_1246-002.mp3],②　近所に迷惑な人がいる。,②　 近所[きんじょ]に 迷惑[めいわく]な 人[ひと]がいる。,②　There is an annoying person in this area.,,,,,,Ch 11 - 気持ちを伝えよう！,Sect 03 - ブルーな気分,X
JLPT_Tango_N3_1247-001,面倒＜な＞,面倒[めんどう]＜な＞,"looking after, trouble",[sound:JLPT_Tango_N3_1247-001.mp3],①　小さい妹の面倒をみている。,①　小[ちい]さい 妹[いもうと]の 面倒[めんどう]をみている。,①　I'm looking after my little sister.,,,,,,Ch 11 - 気持ちを伝えよう！,Sect 03 - ブルーな気分,X
JLPT_Tango_N3_1247-002,面倒＜な＞,面倒[めんどう]＜な＞,"looking after, trouble",[sound:JLPT_Tango_N3_1247-002.mp3],②　面倒なことは、先にやったほうがいい。,②　 面倒[めんどう]なことは、 先[さき]にやったほうがいい。,②　You should tackle troublesome things first.,,,,,,Ch 11 - 気持ちを伝えよう！,Sect 03 - ブルーな気分,X
JLPT_Tango_N3_1248,面倒くさい,面倒[めんどう]くさい,"annoying, troublesome",[sound:JLPT_Tango_N3_1248.mp3],この仕事は時間がかかって、面倒くさい。,この 仕事[しごと]は 時間[じかん]がかかって、 面倒[めんどう]くさい。,This job is troublesome because it takes a lot of time.,,,,,,Ch 11 - 気持ちを伝えよう！,Sect 03 - ブルーな気分,X
JLPT_Tango_N3_1249,ぶつぶつ,ぶつぶつ,"grumble, mutter",[sound:JLPT_Tango_N3_1249.mp3],彼は、いつもぶつぶつ言っている。,彼[かれ]は、いつもぶつぶつ 言[い]っている。,He is always mumbling.,,,,,,Ch 11 - 気持ちを伝えよう！,Sect 03 - ブルーな気分,X
JLPT_Tango_N3_1250,いちいち,いちいち,"every one, each and every one",[sound:JLPT_Tango_N3_1250.mp3],父は、細かいことをいちいち私に注意する。,父[ちち]は、 細[こま]かいことをいちいち 私[わたし]に 注意[ちゅうい]する。,My father scolds me all the time for the smallest things.,一々,,,,,Ch 11 - 気持ちを伝えよう！,Sect 03 - ブルーな気分,X
JLPT_Tango_N3_1251-001,やかましい,やかましい,"loud, noisy",[sound:JLPT_Tango_N3_1251-001.mp3],①　外で、工事の音がやかましい。,①　外[そと]で、 工事[こうじ]の 音[おと]がやかましい。,①　The sound of construction outside is noisy.,喧しい,,,,"① loud, boisterous 　",Ch 11 - 気持ちを伝えよう！,Sect 03 - ブルーな気分,X
JLPT_Tango_N3_1251-002,やかましい,やかましい,"loud, noisy",[sound:JLPT_Tango_N3_1251-002.mp3],②　父は私の生活について、やかましく言う。,②　 父[ちち]は 私[わたし]の 生活[せいかつ]について、やかましく 言[い]う。,②　My father is always complaining about my lifestyle.,,,,,② annoyingly complains about minute things,Ch 11 - 気持ちを伝えよう！,Sect 03 - ブルーな気分,X
JLPT_Tango_N3_1252,心から,心[こころ]から,from one's heart,[sound:JLPT_Tango_N3_1252.mp3],先生には、心から感謝しています。,先生[せんせい]には、 心[こころ]から 感謝[かんしゃ]しています。,I am grateful to my teacher from the bottom of my heart.,,,,,,Ch 11 - 気持ちを伝えよう！,Sect 04 - どんな感じ？,X
JLPT_Tango_N3_1253,祈る,祈[いの]る,to pray,[sound:JLPT_Tango_N3_1253.mp3],みんなの無事を、心から祈っている。,みんなの 無事[ぶじ]を、 心[こころ]から 祈[いの]っている。,I sincerely pray for everyone's safety.,,,,,,Ch 11 - 気持ちを伝えよう！,Sect 04 - どんな感じ？,X
JLPT_Tango_N3_1253-005,祈り,祈[いの]り,prayer,[sound:JLPT_Tango_N3_1253-005.mp3],,,,,,,,related or similar to 祈る,Ch 11 - 気持ちを伝えよう！,Sect 04 - どんな感じ？,
JLPT_Tango_N3_1254,希望＜する＞,希望[きぼう]＜する＞,"wish, desire",[sound:JLPT_Tango_N3_1254.mp3],彼は海外勤務を希望している。,彼[かれ]は 海外[かいがい] 勤務[きんむ]を 希望[きぼう]している。,He hopes to work overseas.,,,,,,Ch 11 - 気持ちを伝えよう！,Sect 04 - どんな感じ？,X
JLPT_Tango_N3_1254-005,望み,望み,"wish, desire",[sound:JLPT_Tango_N3_1254-005.mp3],,,,,,,,related or similar to 希望＜する＞,Ch 11 - 気持ちを伝えよう！,Sect 04 - どんな感じ？,
JLPT_Tango_N3_1254-006,望む,望[のぞ]む,"to desire, to wish (for ~)",[sound:JLPT_Tango_N3_1254-006.mp3],,,,,,,,related or similar to 希望＜する＞,Ch 11 - 気持ちを伝えよう！,Sect 04 - どんな感じ？,
JLPT_Tango_N3_1255,願う,願[ねが]う,"to hope, to wish",[sound:JLPT_Tango_N3_1255.mp3],合格を願って、有名な神社に行った。,合格[ごうかく]を 願[ねが]って、 有名[ゆうめい]な 神社[じんじゃ]に 行[い]った。,I went to a famous shrine hoping to pass my test.,,,,,,Ch 11 - 気持ちを伝えよう！,Sect 04 - どんな感じ？,X
JLPT_Tango_N3_1256,願い,願[ねが]い,"wish, desire",[sound:JLPT_Tango_N3_1256.mp3],この願いが彼女に届きますように。,この 願[ねが]いが 彼女[かのじょ]に 届[とど]きますように。,I hope this wish reaches her.,,,,,～ますように is used to express one's wish in words.,Ch 11 - 気持ちを伝えよう！,Sect 04 - どんな感じ？,X
JLPT_Tango_N3_1257,感じる,感[かん]じる,to feel,[sound:JLPT_Tango_N3_1257.mp3],彼女の言葉に愛情を感じた。,彼女[かのじょ]の 言葉[ことば]に 愛情[あいじょう]を 感[かん]じた。,I felt love in her words.,感ずる,,,,,Ch 11 - 気持ちを伝えよう！,Sect 04 - どんな感じ？,X
JLPT_Tango_N3_1258,あいまいな,あいまいな,vague,[sound:JLPT_Tango_N3_1258.mp3],日本語には、あいまいな表現が多い。,日本語[にほんご]には、あいまいな 表現[ひょうげん]が 多[おお]い。,There are many vague expressions in the Japanese language.,曖昧,,,,,Ch 11 - 気持ちを伝えよう！,Sect 04 - どんな感じ？,X
JLPT_Tango_N3_1259,案外,案外[あんがい],"unexpected, unexpectedly, surprisingly",[sound:JLPT_Tango_N3_1259.mp3],彼はいい人そうだが、案外わがままだ。,彼[かれ]はいい 人[ひと]そうだが、 案外[あんがい]わがままだ。,"He seems like a nice person, but he is actually quite selfish.",,,,,案外と can also be used,Ch 11 - 気持ちを伝えよう！,Sect 04 - どんな感じ？,X
JLPT_Tango_N3_1259-005,意外と,意外と,"unexpectedly, surprisingly",[sound:JLPT_Tango_N3_1259-005.mp3],,,,,,,,related or similar to 案外,Ch 11 - 気持ちを伝えよう！,Sect 04 - どんな感じ？,
JLPT_Tango_N3_1259-006,意外な,意外[いがい]な,"unexpected, surprising",[sound:JLPT_Tango_N3_1259-006.mp3],,,,,,,,related or similar to 案外,Ch 11 - 気持ちを伝えよう！,Sect 04 - どんな感じ？,
JLPT_Tango_N3_1260,うっかり＜する＞,うっかり＜する＞,"carelessly, thoughtlessly, inadvertently",[sound:JLPT_Tango_N3_1260.mp3],うっかり玄関のかぎをかけるのを忘れた。,うっかり 玄関[げんかん]のかぎをかけるのを 忘[わす]れた。,I carelessly forgot to lock the front door.,,,,,,Ch 11 - 気持ちを伝えよう！,Sect 04 - どんな感じ？,X
JLPT_Tango_N3_1261,どうか,どうか,"please, somehow or the other",[sound:JLPT_Tango_N3_1261.mp3],どうかN３の試験に合格できますように。,どうか N３の 試験[しけん]に 合格[ごうかく]できますように。,"One way or another, I hope I can pass the N3 test.",,,,,,Ch 11 - 気持ちを伝えよう！,Sect 04 - どんな感じ？,X
JLPT_Tango_N3_1262,なんとか,なんとか,"somehow, one way or another",[sound:JLPT_Tango_N3_1262.mp3],レポートを締め切りになんとか間に合わせたい。,レポートを 締め切[しめき]りになんとか 間に合[まにあ]わせたい。,I want to meet the deadline for the report somehow.,,,,,,Ch 11 - 気持ちを伝えよう！,Sect 04 - どんな感じ？,X
JLPT_Tango_N3_1263,なんとなく,なんとなく,for some reason or another,[sound:JLPT_Tango_N3_1263.mp3],あの映画は、なんとなくおもしろそうだ。,あの 映画[えいが]は、なんとなくおもしろそうだ。,That movie seems to be interesting.,,,,,,Ch 11 - 気持ちを伝えよう！,Sect 04 - どんな感じ？,X
