Tango Index,Vocab-Japan,Vocab-Furigana,Vocab-English,audio file,Sent-Japan,Sent-Furigana,Sent-English,Alternate,Vocab-Pitch,Vocab-POS,Note-Question side,Note-Answer side,Chapter,Section,Gener Sent,Chap Sort,Tag
JLPT_Tango_N2_1318,調査(する),調査[ちょうさ](する),Research,[sound:JLPT_Tango_N2_1318.mp3],温暖化の影響を調査する。,温暖[おんだん]化[か]の影響[えいきょう]を調査[ちょうさ]する。,Research the impact of global warming.,,1,"漢, 名詞, 普通名詞, サ変可能, *",,,Ch 10 - ニュース,Sect 05 - 世界・環境,X,29,Sentence
JLPT_Tango_N2_1319,エネルギー,エネルギー,Energy,[sound:JLPT_Tango_N2_1319.mp3],エネルギーは世界共通の問題だ。,エネルギーは世界[せかい]共通[きょうつう]の問題[もんだい]だ。,Energy is a global issue.,エネルギー-energy,"2,3","外, 名詞, 普通名詞, 一般, *",,,Ch 10 - ニュース,Sect 05 - 世界・環境,X,30,Sentence
JLPT_Tango_N2_1319-005,エネルギー資源,エネルギー資源[しげん],Energy Resources,[sound:JLPT_Tango_N2_1319-005.mp3],,,,,,,,Related to エネルギー,Ch 10 - ニュース,Sect 05 - 世界・環境,,30.1,Additional
JLPT_Tango_N2_1320,無限(な),無限[むげん](な),Infinity/Infinite,[sound:JLPT_Tango_N2_1320.mp3],天然資源は無限ではない。,天然[てんねん]資源[しげん]は無限[むげん]ではない。,Natural resources are not infinitely available.,,0,"漢, 名詞, 普通名詞, 形状詞可能, *",,,Ch 10 - ニュース,Sect 05 - 世界・環境,X,31,Sentence
JLPT_Tango_N2_1320-005,無限大(な),無限[むげん]大[だい](な),Infinity/Infinite,[sound:JLPT_Tango_N2_1320-005.mp3],,,,,,,,Related to 無限(な),Ch 10 - ニュース,Sect 05 - 世界・環境,,31.1,Additional
JLPT_Tango_N2_1321,節電(する),節電[せつでん](する),Saving Electricity,[sound:JLPT_Tango_N2_1321.mp3],資源を大切にするために節電する。,資源[しげん]を大切[たいせつ]にするために節電[せつでん]する。,Save electricity to protect resources.,,0,"漢, 名詞, 普通名詞, サ変可能, *",,,Ch 10 - ニュース,Sect 05 - 世界・環境,X,32,Sentence
JLPT_Tango_N2_1321-005,節水(する),節水[せっすい](する),Saving Water,[sound:JLPT_Tango_N2_1321-005.mp3],,,,,0,"漢, 名詞, 普通名詞, サ変可能, *",,Related to 節電(する),Ch 10 - ニュース,Sect 05 - 世界・環境,,32.1,Additional
JLPT_Tango_N2_1322,エコ,エコ,Ecology,[sound:JLPT_Tango_N2_1322.mp3],うちのエコカーは電気をためておける。,うちのエコカーは電気[でんき]をためておける。,Our eco-car can store electricity.,エコ-eco,1,"外, 名詞, 普通名詞, サ変可能, *",,,Ch 10 - ニュース,Sect 05 - 世界・環境,X,33,Sentence
JLPT_Tango_N2_1322-005,エコバッグ,エコバッグ,Eco-bags,[sound:JLPT_Tango_N2_1322-005.mp3],,,,,,,,Related to エコ,Ch 10 - ニュース,Sect 05 - 世界・環境,,33.1,Additional
JLPT_Tango_N2_1322-006,エコロジー,エコロジー,Ecology,[sound:JLPT_Tango_N2_1322-006.mp3],,,,エコロジー-ecology,2,"外, 名詞, 普通名詞, 一般, *",,Related to エコ,Ch 10 - ニュース,Sect 05 - 世界・環境,,,Additional
JLPT_Tango_N2_1323,省エネ,省エネ[しょうえね],Energy Conservation,[sound:JLPT_Tango_N2_1323.mp3],省エネが地球の温暖化を防ぐ。,省エネ[しょうえね]が地球[ちきゅう]の温暖[おんだん]化[か]を防[ふせ]ぐ。,Energy conservation will prevent the earth from warming.,,0,"混, 名詞, 普通名詞, 一般, *",,,Ch 10 - ニュース,Sect 05 - 世界・環境,X,34,Sentence
JLPT_Tango_N2_1324,汚染(する),汚染[おせん](する),Pollution,[sound:JLPT_Tango_N2_1324.mp3],Ａ国では工場が増え、自然環境を汚染している。,Ａ国[こく]では工場[こうじょう]が増[ふ]え、自然[しぜん]環境[かんきょう]を汚染[おせん]している。,Factories are increasing in country A and polluting the natural environment.,,0,"漢, 名詞, 普通名詞, サ変可能, *",,,Ch 10 - ニュース,Sect 05 - 世界・環境,X,35,Sentence
JLPT_Tango_N2_1324-005,環境汚染,環境[かんきょう]汚染[おせん],Environmental Pollution,[sound:JLPT_Tango_N2_1324-005.mp3],,,,,,,,Related to 汚染(する),Ch 10 - ニュース,Sect 05 - 世界・環境,,35.1,Additional
JLPT_Tango_N2_1325,面積,面積[めんせき],Area,[sound:JLPT_Tango_N2_1325.mp3],世界で森林の面積が減少している。,世界[せかい]で森林[しんりん]の面積[めんせき]が減少[げんしょう]している。,Forest areas are decreasing around the world.,,1,"漢, 名詞, 普通名詞, 一般, *",,,Ch 10 - ニュース,Sect 05 - 世界・環境,X,36,Sentence
JLPT_Tango_N2_1326-001,守る,守[まも]る,Protect / Abide,[sound:JLPT_Tango_N2_1326-001.mp3],① みんなで大切な自然を守っていく。,① みんなで大切[たいせつ]な自然[しぜん]を守[まも]っていく。,① Protect precious nature together with everyone.,,2,"和, 動詞, 一般, *, 五段-ラ行",,① Trying to avoid negative influence,Ch 10 - ニュース,Sect 05 - 世界・環境,X,37,Sentence
JLPT_Tango_N2_1326-002,守る,守[まも]る,Protect / Abide,[sound:JLPT_Tango_N2_1326-002.mp3],② 法律は全ての国民が守らなければならない。,② 法律[ほうりつ]は全[すべ]ての国民[こくみん]が守[まも]らなければならない。,② Laws must be abided by every citizen.,,2,"和, 動詞, 一般, *, 五段-ラ行",,② Following rules,Ch 10 - ニュース,Sect 05 - 世界・環境,X,38,Sentence
JLPT_Tango_N2_1326-101,めでたさ,めでたさ,Happiness,[sound:JLPT_Tango_N2_1326-101.mp3],,,,,,,,,Ch 10 - ニュース,これも覚えよう！28 - 接辞：名詞化：～さ（そうであること）,,,Remember
JLPT_Tango_N2_1326-102,良さ,良[よ]さ,Merit,[sound:JLPT_Tango_N2_1326-102.mp3],,,,,,,,,Ch 10 - ニュース,これも覚えよう！28 - 接辞：名詞化：～さ（そうであること）,,,Remember
JLPT_Tango_N2_1326-103,美しさ,美[うつく]しさ,Beauty,[sound:JLPT_Tango_N2_1326-103.mp3],,,,,,,,,Ch 10 - ニュース,これも覚えよう！28 - 接辞：名詞化：～さ（そうであること）,,,Remember
JLPT_Tango_N2_1326-104,静かさ,静[しず]かさ,Quietness,[sound:JLPT_Tango_N2_1326-104.mp3],,,,,,,,,Ch 10 - ニュース,これも覚えよう！28 - 接辞：名詞化：～さ（そうであること）,,,Remember
JLPT_Tango_N2_1326-105,やさしさ,やさしさ,Kindness,[sound:JLPT_Tango_N2_1326-105.mp3],,,,,,,,,Ch 10 - ニュース,これも覚えよう！28 - 接辞：名詞化：～さ（そうであること）,,,Remember
JLPT_Tango_N2_1326-106,おいしさ,おいしさ,Deliciousness,[sound:JLPT_Tango_N2_1326-106.mp3],,,,,,,,,Ch 10 - ニュース,これも覚えよう！28 - 接辞：名詞化：～さ（そうであること）,,,Remember
JLPT_Tango_N2_1326-201,和風,和風[わふう],Japanese Style,[sound:JLPT_Tango_N2_1326-201.mp3],,,,,0,"漢, 名詞, 普通名詞, 一般, *",,,Ch 10 - ニュース,これも覚えよう！28 - 接辞：名詞化：～風（そういう感じがすること）,,,Remember
JLPT_Tango_N2_1326-202,西洋風,西洋[せいよう]風[ふう],Western Style,[sound:JLPT_Tango_N2_1326-202.mp3],,,,,,,,,Ch 10 - ニュース,これも覚えよう！28 - 接辞：名詞化：～風（そういう感じがすること）,,,Remember
JLPT_Tango_N2_1326-203,OL風,OL風[ふう],Like a Working Woman,[sound:JLPT_Tango_N2_1326-203.mp3],,,,,,,,,Ch 10 - ニュース,これも覚えよう！28 - 接辞：名詞化：～風（そういう感じがすること）,,,Remember
JLPT_Tango_N2_1326-204,サラリーマン風,サラリーマン風[ふう],Like a Working Man,[sound:JLPT_Tango_N2_1326-204.mp3],,,,,,,,,Ch 10 - ニュース,これも覚えよう！28 - 接辞：名詞化：～風（そういう感じがすること）,,,Remember
JLPT_Tango_N2_1326-205,学生風,学生[がくせい]風[ふう],Like a Student,[sound:JLPT_Tango_N2_1326-205.mp3],,,,,,,,,Ch 10 - ニュース,これも覚えよう！28 - 接辞：名詞化：～風（そういう感じがすること）,,,Remember
JLPT_Tango_N2_1327,人柄,人柄[ひとがら],Personality,[sound:JLPT_Tango_N2_1327.mp3],彼は人柄がよく、友達がとても多い。,彼[かれ]は人柄[ひとがら]がよく、友達[ともだち]がとても多[おお]い。,He is good-natured and has many friends.,,0,"和, 名詞, 普通名詞, 一般, *",,,Ch 11 - 様子・イメージ,Sect 01 - 性格,X,1,Sentence
JLPT_Tango_N2_1327-005,家柄,家柄[いえがら],Ancestry,[sound:JLPT_Tango_N2_1327-005.mp3],,,,,"0,4","和, 名詞, 普通名詞, 一般, *",,Related to 人柄,Ch 11 - 様子・イメージ,Sect 01 - 性格,,1.1,Additional
JLPT_Tango_N2_1327-006,土地柄,土地[とち]柄[がら],Local Color,[sound:JLPT_Tango_N2_1327-006.mp3],,,,,,,,Related to 人柄,Ch 11 - 様子・イメージ,Sect 01 - 性格,,1.2,Additional
JLPT_Tango_N2_1328-001,性質,性質[せいしつ],"Disposition / Property, Characteristic",[sound:JLPT_Tango_N2_1328-001.mp3],① 彼は穏やかな性質の持ち主だ。,① 彼[かれ]は穏[おだ]やかな性質[せいしつ]の持ち主[もちぬし]だ。,① He has a gentle personality.,,0,"漢, 名詞, 普通名詞, 一般, *",,① A tendency that a person has had since he/she was born,Ch 11 - 様子・イメージ,Sect 01 - 性格,X,2,Sentence
JLPT_Tango_N2_1328-002,性質,性質[せいしつ],"Disposition / Property, Characteristic",[sound:JLPT_Tango_N2_1328-002.mp3],② この家は燃えにくい性質の材料で建てられている。,② この家[いえ]は燃[も]えにくい性質[せいしつ]の材料[ざいりょう]で建[た]てられている。,② This house is built of material that doesn't burn easily.,,0,"漢, 名詞, 普通名詞, 一般, *",,② The tendency or function that a thing has,Ch 11 - 様子・イメージ,Sect 01 - 性格,X,3,Sentence
JLPT_Tango_N2_1329-001,向く,向[む]く,Be Fit / Face,[sound:JLPT_Tango_N2_1329-001.mp3],① 私は性格的に教師に向いていると思う。,① 私[わたし]は性格[せいかく]的[てき]に教師[きょうし]に向[む]いていると思[おも]う。,① I think I'm fit to be a teacher.,,0,"和, 動詞, 一般, *, 五段-カ行",,① Fitting,Ch 11 - 様子・イメージ,Sect 01 - 性格,X,4,Sentence
JLPT_Tango_N2_1329-002,向く,向[む]く,Be Fit / Face,[sound:JLPT_Tango_N2_1329-002.mp3],② 名前を呼ばれたので、声がする方を向いた。,② 名前[なまえ]を呼[よ]ばれたので、声[こえ]がする方[ほう]を向[む]いた。,② Someone called my name and I turned to face the direction from where I heard my name.,,0,"和, 動詞, 一般, *, 五段-カ行",,② Orienting the body in a certain direction,Ch 11 - 様子・イメージ,Sect 01 - 性格,X,5,Sentence
JLPT_Tango_N2_1329-005,向き,向[む]き,Direction,[sound:JLPT_Tango_N2_1329-005.mp3],,,,,1,"和, 名詞, 普通名詞, 一般, *",,Related to ① 向く,Ch 11 - 様子・イメージ,Sect 01 - 性格,,5.1,Additional
JLPT_Tango_N2_1330,温厚な,温厚[おんこう]な,Mild-mannered,[sound:JLPT_Tango_N2_1330.mp3],兄は昔から温厚な人柄で、誰からも好かれている。,兄[あに]は昔[むかし]から温厚[おんこう]な人柄[ひとがら]で、誰[だれ]からも好[す]かれている。,My big brother has always been mild-mannered and was loved by all.,温厚,0,"漢, 名詞, 普通名詞, 形状詞可能, *",,,Ch 11 - 様子・イメージ,Sect 01 - 性格,X,6,Sentence
JLPT_Tango_N2_1330-005,温和な,温和[おんわ]な,Gentle,[sound:JLPT_Tango_N2_1330-005.mp3],,,,温和,0,"漢, 名詞, 普通名詞, 形状詞可能, *",,Related to 温厚な,Ch 11 - 様子・イメージ,Sect 01 - 性格,,6.1,Additional
JLPT_Tango_N2_1331,社交的な,社交[しゃこう]的[てき]な,Outgoing,[sound:JLPT_Tango_N2_1331.mp3],妹は人見知りな私と違って、とても社交的だ。,妹[いもうと]は人[ひと]見知[みし]りな私[わたし]と違[ちが]って、とても社交[しゃこう]的[てき]だ。,"Unlike me, who is shy, my youner sister is very outgoing.",,,,,,Ch 11 - 様子・イメージ,Sect 01 - 性格,X,7,Sentence
JLPT_Tango_N2_1331-005,内向的な,内向[ないこう]的[てき]な,Shy,[sound:JLPT_Tango_N2_1331-005.mp3],,,,,,,,Related to 社交的な,Ch 11 - 様子・イメージ,Sect 01 - 性格,,7.1,Additional
JLPT_Tango_N2_1332,活発な,活発[かっぱつ]な,Active,[sound:JLPT_Tango_N2_1332.mp3],あの姉妹の姉はおとなしく、妹は活発だ。,あの姉妹[しまい]の姉[あね]はおとなしく、妹[いもうと]は活発[かっぱつ]だ。,"Concerning the two sisters, the elder sister is quiet and the younger sister is active.",活発,0,"漢, 形状詞, 一般, *, *",,,Ch 11 - 様子・イメージ,Sect 01 - 性格,X,8,Sentence
JLPT_Tango_N2_1333,頑固(な),頑固[がんこ](な),Stubbornness/Stubborn,[sound:JLPT_Tango_N2_1333.mp3],私の頑固な性格は父の遺伝だ。,私[わたし]の頑固[がんこ]な性格[せいかく]は父[ちち]の遺伝[いでん]だ。,I get my stubbornness from my father.,,1,"漢, 形状詞, 一般, *, *",,,Ch 11 - 様子・イメージ,Sect 01 - 性格,X,9,Sentence
JLPT_Tango_N2_1334,素朴な,素朴[そぼく]な,Simple,[sound:JLPT_Tango_N2_1334.mp3],彼は昔から派手なことが嫌いで、素朴な性格だ。,彼[かれ]は昔[むかし]から派手[はで]なことが嫌[きら]いで、素朴[そぼく]な性格[せいかく]だ。,He was always a simple person who disliked brash things.,素朴,0,"漢, 名詞, 普通名詞, 形状詞可能, *",,,Ch 11 - 様子・イメージ,Sect 01 - 性格,X,10,Sentence
JLPT_Tango_N2_1335,無邪気(な),無邪気[むじゃき](な),Naïve/Innocent,[sound:JLPT_Tango_N2_1335.mp3],彼女は子どものように無邪気な性格だ。,彼女[かのじょ]は子[こ]どものように無邪気[むじゃき]な性格[せいかく]だ。,She is naïve like a child.,,1,"漢, 名詞, 普通名詞, 形状詞可能, *",,,Ch 11 - 様子・イメージ,Sect 01 - 性格,X,11,Sentence
JLPT_Tango_N2_1336,謙虚な,謙虚[けんきょ]な,Humble,[sound:JLPT_Tango_N2_1336.mp3],私の上司は誰に対しても謙虚だ。,私[わたし]の上司[じょうし]は誰[だれ]に対[たい]しても謙虚[けんきょ]だ。,My boss is humble towards anyone.,謙虚,1,"漢, 形状詞, 一般, *, *",,,Ch 11 - 様子・イメージ,Sect 01 - 性格,X,12,Sentence
JLPT_Tango_N2_1337,無口(な),無口[むくち](な),Reticence/Quiet,[sound:JLPT_Tango_N2_1337.mp3],私はおしゃべりなので、無口な人が好きだ。,私[わたし]はおしゃべりなので、無口[むくち]な人[ひと]が好[す]きだ。,"I am talkative, so I like quiet people.",,1,"混, 名詞, 普通名詞, 形状詞可能, *",,,Ch 11 - 様子・イメージ,Sect 01 - 性格,X,13,Sentence
JLPT_Tango_N2_1338,人見知り(する),人[ひと]見知[みし]り(する),Shy,[sound:JLPT_Tango_N2_1338.mp3],人見知りする性格なので、友達が少ない。,人[ひと]見知[みし]りする性格[せいかく]なので、友達[ともだち]が少[すく]ない。,"I'm shy, so I don't have many friends.",,,,,,Ch 11 - 様子・イメージ,Sect 01 - 性格,X,14,Sentence
JLPT_Tango_N2_1339,おく病(な),おく病[やまい](な),Coward/Cowardly,[sound:JLPT_Tango_N2_1339.mp3],おく病な性格を変えて、いろいろなことに挑戦したい。,おく病[やまい]な性格[せいかく]を変[か]えて、いろいろなことに挑戦[ちょうせん]したい。,I want to change my cowardly personality and try many new things.,,,,,,Ch 11 - 様子・イメージ,Sect 01 - 性格,X,15,Sentence
JLPT_Tango_N2_1339-005,おく病者,おく病者[びょうしゃ],Coward,[sound:JLPT_Tango_N2_1339-005.mp3],,,,,,,,Related to おく病(な),Ch 11 - 様子・イメージ,Sect 01 - 性格,,15.1,Additional
JLPT_Tango_N2_1340,大胆な,大胆[だいたん]な,Daring,[sound:JLPT_Tango_N2_1340.mp3],おく病な性格なので、大胆な人がうらやましい。,おく病[やまい]な性格[せいかく]なので、大胆[だいたん]な人[ひと]がうらやましい。,"I am cowardly, so I envy daring people.",大胆,3,"漢, 形状詞, 一般, *, *",,,Ch 11 - 様子・イメージ,Sect 01 - 性格,X,16,Sentence
JLPT_Tango_N2_1340-005,小心な,小心[しょうしん]な,Timid,[sound:JLPT_Tango_N2_1340-005.mp3],,,,小心,"0,3","漢, 名詞, 普通名詞, 形状詞可能, *",,Related to 大胆な,Ch 11 - 様子・イメージ,Sect 01 - 性格,,16.1,Additional
JLPT_Tango_N2_1341,なれなれしい,なれなれしい,Over-familiar,[sound:JLPT_Tango_N2_1341.mp3],彼は初めて会ったのに、なれなれしい人だ。,彼[かれ]は初[はじ]めて会[あ]ったのに、なれなれしい人[ひと]だ。,"Even though this was my first time metting him, he is acting a little too familiar with me.",馴れ馴れしい,5,"和, 形容詞, 一般, *, 形容詞",,,Ch 11 - 様子・イメージ,Sect 01 - 性格,X,17,Sentence
JLPT_Tango_N2_1341-005,よそよそしい,よそよそしい,Distant,[sound:JLPT_Tango_N2_1341-005.mp3],,,,余所余所しい,5,"和, 形容詞, 一般, *, 形容詞",,Related to なれなれしい,Ch 11 - 様子・イメージ,Sect 01 - 性格,,17.1,Additional
JLPT_Tango_N2_1341-006,フレンドリーな,フレンドリーな,Friendly,[sound:JLPT_Tango_N2_1341-006.mp3],,,,フレンドリー-friendly,2,"外, 形状詞, 一般, *, *",,Related to なれなれしい,Ch 11 - 様子・イメージ,Sect 01 - 性格,,17.2,Additional
JLPT_Tango_N2_1342,厚かましい,厚[あつ]かましい,Brazen,[sound:JLPT_Tango_N2_1342.mp3],彼女が、あんなに厚かましい人とは知らなかった。,彼女[かのじょ]が、あんなに厚[あつ]かましい人[ひと]とは知[し]らなかった。,I didn’t know she was such a brazen person.,,5,"和, 形容詞, 一般, *, 形容詞",,,Ch 11 - 様子・イメージ,Sect 01 - 性格,X,18,Sentence
JLPT_Tango_N2_1342-005,図々しい,図々[ずうずう]しい,Bold,[sound:JLPT_Tango_N2_1342-005.mp3],,,,,5,"和, 形容詞, 一般, *, 形容詞",,Related to 厚かましい,Ch 11 - 様子・イメージ,Sect 01 - 性格,,18.1,Additional
JLPT_Tango_N2_1343,欲張り(な),欲張[よくば]り(な),Greed/Greedy,[sound:JLPT_Tango_N2_1343.mp3],妹は欲張りで、何でも欲しがる。,妹[いもうと]は欲張[よくば]りで、何[なん]でも欲[ほ]しがる。,She is greedy and wants everything.,,"3,4","混, 形状詞, 一般, *, *",,,Ch 11 - 様子・イメージ,Sect 01 - 性格,X,19,Sentence
JLPT_Tango_N2_1343-005,欲張る,欲張[よくば]る,Boss Around,[sound:JLPT_Tango_N2_1343-005.mp3],,,,,3,"混, 動詞, 一般, *, 五段-ラ行",,Related to 欲張り(な),Ch 11 - 様子・イメージ,Sect 01 - 性格,,19.1,Additional
JLPT_Tango_N2_1344,ねばり強い,ねばり強い,"Persistently, Tenaciously",[sound:JLPT_Tango_N2_1344.mp3],あきらめず、ねばり強く頑張ろう。,あきらめず、ねばり強く頑張[がんば]ろう。,"Don't give up, work with persistence.",粘り強い,5,"和, 形容詞, 一般, *, 形容詞",,,Ch 11 - 様子・イメージ,Sect 01 - 性格,X,20,Sentence
JLPT_Tango_N2_1345,大ざっぱな,大[おお]ざっぱな,"Rough, Not Particular",[sound:JLPT_Tango_N2_1345.mp3],彼は大ざっぱな性格だが、お金についてはけちだ。,彼[かれ]は大[おお]ざっぱな性格[せいかく]だが、お金[かね]についてはけちだ。,He isn't too particular about things but is stingy about money.,大雑把,3,"混, 形状詞, 一般, *, *",,,Ch 11 - 様子・イメージ,Sect 01 - 性格,X,21,Sentence
JLPT_Tango_N2_1346-001,だらしない,だらしない,Sloppy / Weak,[sound:JLPT_Tango_N2_1346-001.mp3],① あの人の服装は、いつもだらしない。,① あの人[ひと]の服装[ふくそう]は、いつもだらしない。,① That person always dresses sloppily.,だらし無い,4,"和, 形容詞, 一般, *, 形容詞",,① Not being proper,Ch 11 - 様子・イメージ,Sect 01 - 性格,X,22,Sentence
JLPT_Tango_N2_1346-002,だらしない,だらしない,Sloppy / Weak,[sound:JLPT_Tango_N2_1346-002.mp3],② 部下に注意できないなんて、部長はだらしない。,② 部下[ぶか]に注意[ちゅうい]できないなんて、部長[ぶちょう]はだらしない。,② A manager who can't redress his subordinates is weak.,だらし無い,4,"和, 形容詞, 一般, *, 形容詞",,"② Weak, cowardly, can also be described as ""だらしがない""",Ch 11 - 様子・イメージ,Sect 01 - 性格,X,23,Sentence
JLPT_Tango_N2_1347,ルーズな,ルーズな,Loose,[sound:JLPT_Tango_N2_1347.mp3],彼は時間にルーズで、いつも人を待たせる。,彼[かれ]は時間[じかん]にルーズで、いつも人[ひと]を待[ま]たせる。,He is never punctual and always makes people wait.,ルーズ-loose,1,"外, 形状詞, 一般, *, *",,,Ch 11 - 様子・イメージ,Sect 01 - 性格,X,24,Sentence
JLPT_Tango_N2_1348,短気(な),短気[たんき](な),Short-tempered,[sound:JLPT_Tango_N2_1348.mp3],すぐに怒る短気な人とは付き合えない。,すぐに怒[おこ]る短気[たんき]な人[ひと]とは付き合[つきあ]えない。,I can't deal with short-tempered people who get angry easily.,,1,"漢, 名詞, 普通名詞, 形状詞可能, *",,,Ch 11 - 様子・イメージ,Sect 01 - 性格,X,25,Sentence
JLPT_Tango_N2_1348-005,気が短い,気[き]が短[みじか]い,Short-tempered,[sound:JLPT_Tango_N2_1348-005.mp3],,,,,,,,Related to 短気(な),Ch 11 - 様子・イメージ,Sect 01 - 性格,,,Additional
JLPT_Tango_N2_1349,ひきょう(な),ひきょう(な),Cowerdice/Unmanly,[sound:JLPT_Tango_N2_1349.mp3],彼のやり方はひきょうだ。,彼[かれ]のやり方[かた]はひきょうだ。,His way of doing things is cowardly.,卑怯,2,"漢, 名詞, 普通名詞, 形状詞可能, *",,,Ch 11 - 様子・イメージ,Sect 01 - 性格,X,26,Sentence
JLPT_Tango_N2_1349-005,ひきょう者,ひきょう者[しゃ],"Coward, Traitor",[sound:JLPT_Tango_N2_1349-005.mp3],,,,,,,,Related to ひきょう(な),Ch 11 - 様子・イメージ,Sect 01 - 性格,,26.1,Additional
JLPT_Tango_N2_1350,プライド,プライド,Pride,[sound:JLPT_Tango_N2_1350.mp3],妹は、かなりプライドが高い。,妹[いもうと]は、かなりプライドが高[たか]い。,My younger sister is really too proud.,プライド-pride,0,"外, 名詞, 普通名詞, 一般, *",,,Ch 11 - 様子・イメージ,Sect 01 - 性格,X,27,Sentence
JLPT_Tango_N2_1351,典型的な,典型[てんけい]的[てき]な,Typical,[sound:JLPT_Tango_N2_1351.mp3],彼はまじめで時間に厳しい。典型的な日本人だ。,彼[かれ]はまじめで時間[じかん]に厳[きび]しい。典型[てんけい]的[てき]な日本[にっぽん]人[にん]だ。,He is serious and strict about time. He's a typical Japanese.,,,,,,Ch 11 - 様子・イメージ,Sect 01 - 性格,X,28,Sentence
JLPT_Tango_N2_1352,要領,要領[ようりょう],Be To The Point,[sound:JLPT_Tango_N2_1352.mp3],今年の新入社員は要領がいい。,今年[ことし]の新入[しんにゅう]社員[しゃいん]は要領[ようりょう]がいい。,The new employees this year know how to swim in the tide.,,3,"漢, 名詞, 普通名詞, 一般, *",,,Ch 11 - 様子・イメージ,Sect 01 - 性格,X,29,Sentence
JLPT_Tango_N2_1353,乗り,乗[の]り,Upbeat,[sound:JLPT_Tango_N2_1353.mp3],彼女は乗りがいいので、すぐ友達ができる。,彼女[かのじょ]は乗[の]りがいいので、すぐ友達[ともだち]ができる。,She is upbeat and makes friends easily.,,0,"和, 名詞, 普通名詞, 一般, *",,,Ch 11 - 様子・イメージ,Sect 01 - 性格,X,30,Sentence
JLPT_Tango_N2_1354,物事,物事[ものごと],Things,[sound:JLPT_Tango_N2_1354.mp3],彼は物事をじっくりと観察して、判断する。,彼[かれ]は物事[ものごと]をじっくりと観察[かんさつ]して、判断[はんだん]する。,He makes a decision after observing things very carefully.,,2,"和, 名詞, 普通名詞, 一般, *",,,Ch 11 - 様子・イメージ,Sect 01 - 性格,X,31,Sentence
JLPT_Tango_N2_1355,反面,反面[はんめん],Other Side,[sound:JLPT_Tango_N2_1355.mp3],彼女は温厚な反面、冷たいところもある。,彼女[かのじょ]は温厚[おんこう]な反面[はんめん]、冷[つめ]たいところもある。,"She is good-natured, but can at times be cold-hearted.",,"0,3","漢, 名詞, 普通名詞, 副詞可能, *",,,Ch 11 - 様子・イメージ,Sect 01 - 性格,X,32,Sentence
JLPT_Tango_N2_1355-101,無意味,無[む]意味[いみ],Meaningless,[sound:JLPT_Tango_N2_1355-101.mp3],,,,,,,,,Ch 11 - 様子・イメージ,これも覚えよう！29 - 接辞：否定：無～（～がない）【む～】,,,Remember
JLPT_Tango_N2_1355-102,無関心,無[む]関心[かんしん],Uninterested,[sound:JLPT_Tango_N2_1355-102.mp3],,,,,,,,,Ch 11 - 様子・イメージ,これも覚えよう！29 - 接辞：否定：無～（～がない）【む～】,,,Remember
JLPT_Tango_N2_1355-103,無許可,無[む]許可[きょか],Unauthorized,[sound:JLPT_Tango_N2_1355-103.mp3],,,,,,,,,Ch 11 - 様子・イメージ,これも覚えよう！29 - 接辞：否定：無～（～がない）【む～】,,,Remember
JLPT_Tango_N2_1355-104,無責任,無[む]責任[せきにん],Irresponsible,[sound:JLPT_Tango_N2_1355-104.mp3],,,,,,,,,Ch 11 - 様子・イメージ,これも覚えよう！29 - 接辞：否定：無～（～がない）【む～】,,,Remember
JLPT_Tango_N2_1355-105,無関係,無[む]関係[かんけい],Unrelated,[sound:JLPT_Tango_N2_1355-105.mp3],,,,,,,,,Ch 11 - 様子・イメージ,これも覚えよう！29 - 接辞：否定：無～（～がない）【む～】,,,Remember
JLPT_Tango_N2_1355-106,無意識,無[む]意識[いしき],Unconscious,[sound:JLPT_Tango_N2_1355-106.mp3],,,,,,,,,Ch 11 - 様子・イメージ,これも覚えよう！29 - 接辞：否定：無～（～がない）【む～】,,,Remember
JLPT_Tango_N2_1355-107,無計画,無[む]計画[けいかく],Unplanned,[sound:JLPT_Tango_N2_1355-107.mp3],,,,,,,,,Ch 11 - 様子・イメージ,これも覚えよう！29 - 接辞：否定：無～（～がない）【む～】,,,Remember
JLPT_Tango_N2_1355-108,無差別,無[む]差別[さべつ],Indiscriminate,[sound:JLPT_Tango_N2_1355-108.mp3],,,,,,,,,Ch 11 - 様子・イメージ,これも覚えよう！29 - 接辞：否定：無～（～がない）【む～】,,,Remember
JLPT_Tango_N2_1355-109,無制限,無[む]制限[せいげん],Limitless,[sound:JLPT_Tango_N2_1355-109.mp3],,,,,,,,,Ch 11 - 様子・イメージ,これも覚えよう！29 - 接辞：否定：無～（～がない）【む～】,,,Remember
JLPT_Tango_N2_1355-110,無免許,無[む]免許[めんきょ],Unlicensed,[sound:JLPT_Tango_N2_1355-110.mp3],,,,,,,,,Ch 11 - 様子・イメージ,これも覚えよう！29 - 接辞：否定：無～（～がない）【む～】,,,Remember
JLPT_Tango_N2_1355-111,無表情,無[む]表情[ひょうじょう],Expressionless,[sound:JLPT_Tango_N2_1355-111.mp3],,,,,,,,,Ch 11 - 様子・イメージ,これも覚えよう！29 - 接辞：否定：無～（～がない）【む～】,,,Remember
JLPT_Tango_N2_1355-201,無遠慮,無[む]遠慮[えんりょ],Brazen,[sound:JLPT_Tango_N2_1355-201.mp3],,,,,,,,,Ch 11 - 様子・イメージ,これも覚えよう！29 - 接辞：否定：無～（～がない）【ぶ～】,,,Remember
